code,description
EDU_audd_4640,Veterinærsygeplejerske
EDU_audd_4641,"Skov- og naturtekniker, skov- og naturpleje"
EDU_audd_4642,Skov- og naturassistent
EDU_audd_4643,Veterinærsygehjælper
EDU_audd_4644,Lager- og procesoperatør
EDU_audd_4645,Lagerarbejder
EDU_audd_4646,Transportarbejder
EDU_audd_4647,Flyttearbejder
EDU_audd_4648,"Chauffør, dagligvaretransport"
EDU_audd_4649,"Chauffør, containertransport"
EDU_audd_4650,"Chauffør, temperaturtransport"
EDU_audd_4651,Kranfører
EDU_audd_4652,Chaufførmedhjælper
EDU_audd_4653,"Chauffør, entreprenørkørsel"
EDU_audd_4654,"Chauffør, tankbilchauffør"
EDU_audd_4655,Stationsbetjent
EDU_audd_4656,Lager- og transportoperatør
EDU_audd_4657,"Chauffør, specialtransport"
EDU_audd_4658,"Chauffør, transport af levende dyr"
EDU_audd_4659,"Chauffør, renovation"
EDU_audd_4660,"Chauffør, all round"
EDU_audd_4661,Flyttechauffør
EDU_audd_4662,Eksportchauffør
EDU_audd_4663,Redder
EDU_audd_4664,Fragtchauffør
EDU_audd_4665,"Chauffør, persontransport"
EDU_audd_4666,Havne- og terminalarbejder
EDU_audd_4667,"Postoperatør, center"
EDU_audd_4668,Godschauffør
EDU_audd_4669,Togklargøring
EDU_audd_4670,Sikkerhedsvagt
EDU_audd_4671,Salgschauffør
EDU_audd_4672,Buschauffør
EDU_audd_4673,"Skov- og naturtekniker, natur- og friluftsformidling"
EDU_audd_4674,Rutebilchauffør
EDU_audd_4675,Lastbilchauffør
EDU_audd_4676,Buschauffør med speciale
EDU_audd_4677,Lager- og produktionsoperatør
EDU_audd_4678,Lager- og logistikoperatør
EDU_audd_4679,Lagermedhjælper
EDU_audd_4680,Groundsmanassistent
EDU_audd_4681,"Postoperatør, transport"
EDU_audd_4682,"Postoperatør, distribution"
EDU_audd_4683,Ambulanceassistent
EDU_audd_4684,"Lufthavnsuddannelse, transportarbejder"
EDU_audd_4685,"Kørselsdisponent, vejgodstransport"
EDU_audd_4686,"Lufthavnsuddannelse, bagage og cargo"
EDU_audd_4687,"Lufthavnsoperatør, service"
EDU_audd_4688,"Dyrepasser, ZOO"
EDU_audd_4689,"Dyrepasser, forsøgsdyr"
EDU_audd_4690,"Dyrepasser, heste"
EDU_audd_4691,Dyrepasserassistent
EDU_audd_4692,Veterinærsygeplejerske una
EDU_audd_4693,"Kørselsdisponent, persontransport"
EDU_audd_4694,"Buschauffør, international kørsel"
EDU_audd_4695,Planteskolegartnerassistent
EDU_audd_4696,Lufthavnsoperatør
EDU_audd_4697,"Veterinærsygeplejerske, heste"
EDU_audd_4698,"Veterinærsygeplejerske, smådyr"
EDU_audd_4699,Landbrugsuddannelse una
EDU_audd_4700,Dyrepasser una
EDU_audd_4701,"Bygge og anlæg, indgangsår (gl)"
EDU_audd_4702,"Jern og metal, indgangsår (gl)"
EDU_audd_4703,"Grafisk, indgangsår (gl)"
EDU_audd_4704,"Teknik og industri, indgangsår (gl)"
EDU_audd_4705,"Service, indgangsår (gl)"
EDU_audd_4706,"Levnedsmiddel/husholdning, indgangsår (gl)"
EDU_audd_4707,"Jordbrug og fiskeri, indgangsår (gl)"
EDU_audd_4708,"Transport, indgangsår (gl)"
EDU_audd_4709,"Sundhed, indgangsår (gl)"
EDU_audd_4710,Det merkantile område
EDU_audd_4711,"Sikkerhed, indgangsår"
EDU_audd_4712,Teknologi og kommunikation
EDU_audd_4713,Bygge og anlæg
EDU_audd_4714,Håndværk og teknik
EDU_audd_4715,Fra jord til bord
EDU_audd_4716,"Mekanik, transport og logistik"
EDU_audd_4717,Service
EDU_audd_4718,Produktionsgartner una
EDU_audd_4719,"Handel og kontor, indgangsår (gl)"
EDU_audd_4720,Anlægsgartner una
EDU_audd_4721,Skov- og naturtekniker una
EDU_audd_4722,Vejgodstransportudd. una
EDU_audd_4723,Personbefordringsuddannelse una
EDU_audd_4724,Redderuddannelse una
EDU_audd_4725,Erhvervsgrunduddannelse EGU
EDU_audd_4726,Transportuddannelse una
EDU_audd_4727,Postuddannelse una
EDU_audd_4728,Social- og sundhedsuddannelsen una
EDU_audd_4729,Havnemedhjælper
EDU_audd_4730,"Bil, fly og andre transportmidler"
EDU_audd_4731,Bygge og anlæg (ny)
EDU_audd_4732,Bygnings- og brugerservice
EDU_audd_4733,"Dyr, planter og natur"
EDU_audd_4734,Krop og stil
EDU_audd_4735,Mad til mennesker
EDU_audd_4736,Medieproduktion
EDU_audd_4737,Produktion og udvikling
EDU_audd_4738,"Strøm, styring og IT"
EDU_audd_4739,"Sundhed, omsorg og pædagogik"
EDU_audd_4740,Transport og logistik
EDU_audd_4741,Autohjælp
EDU_audd_475,"Levnedsmiddel/husholdning, ivu (kvu)"
EDU_audd_4750,"Teknologi- og kommunikation, individuel eud"
EDU_audd_4754,"Mekanik, transport og logistik, individuel eud"
EDU_audd_4755,"Datatekniker, speciale i infrastruktur"
EDU_audd_4756,"Krop og stil, individuel eud"
EDU_audd_4757,"Datatekniker, speciale i programmering"
EDU_audd_4758,"Merkantile område, individuel eud"
EDU_audd_4759,"Autohjælp, redderuddannelsen"
EDU_audd_4760,"Jord til bord, individuel eud"
EDU_audd_4762,"Service, individuel eud"
EDU_audd_4764,"Forberedende grunduddannelse (FGU), basis"
EDU_audd_4765,"Forberedende grunduddannelse (FGU), almen grunduddannelse"
EDU_audd_4766,"Forberedende grunduddannelse (FGU), produktionsgrunduddannelse"
EDU_audd_4767,"Forberedende grunduddannelse (FGU), erhvervsgrunduddannelse"
EDU_audd_4768,"Forberedende grunduddannelse (FGU), uden specialisering"
EDU_audd_4780,Social- og sundhedshjælper (eud)
EDU_audd_4781,Social- og sundhedsassistent (eud)
EDU_audd_4782,Pædagogisk assistentuddannelse (eud)
EDU_audd_4783,"Bil, fly og andre transportmidler, individuel eud"
EDU_audd_4784,"Dyr, planter og natur, individuel eud"
EDU_audd_4785,"Medieproduktion, individuel eud"
EDU_audd_4786,"Produktion og udvikling, individuel eud"
EDU_audd_4787,"Bygge og anlæg, individuel eud"
EDU_audd_4788,"Mad til mennesker, individuel eud"
EDU_audd_4789,"Strøm, styring og it, individuel eud"
EDU_audd_4790,Fysisk træning
EDU_audd_4791,Centeradministration
EDU_audd_4792,Fitness manager
EDU_audd_480,"Jordbrug/fiskeri, ivu (kvu)"
EDU_audd_4800,"Global Innovation Management, cand.merc."
EDU_audd_4801,"Globale forretningssystemer, ing.bach."
EDU_audd_4802,"HA almen erhvervsøkonomi, bach."
EDU_audd_4803,"HA(jur.) erhvervsøkonomi-jura, bach."
EDU_audd_4808,"Erhvervsøkonomi, cand.merc."
EDU_audd_4809,"Economics and Business Administration, cand.merc."
EDU_audd_4810,"Erhvervsøkonomi og jura, cand.merc.jur."
EDU_audd_4811,"Revision, cand.merc.aud."
EDU_audd_485,"Transport mv., ivu (kvu)"
EDU_audd_4850,Kedelsmed
EDU_audd_4851,Nitter og stemmer
EDU_audd_4853,Karetmager og karrosseribygger
EDU_audd_4854,Instrumentmager
EDU_audd_4855,Skibssnedker
EDU_audd_4856,Jernskibstømrer
EDU_audd_4858,Industrisnedker
EDU_audd_4859,Violinbygger
EDU_audd_4860,Billedskærer
EDU_audd_4861,Forgylder
EDU_audd_4864,Offsetkopist
EDU_audd_4865,Klichefotograf
EDU_audd_4866,"Retouchør, fotograf"
EDU_audd_4867,Offsetfotograf
EDU_audd_4868,Ætser
EDU_audd_4869,Retouchør
EDU_audd_4870,Tilskærer
EDU_audd_4871,Porteføljemager
EDU_audd_4874,Børstenbinder
EDU_audd_4875,Bødker
EDU_audd_4876,Kurvemager
EDU_audd_4877,"Slagter, privat mester"
EDU_audd_4878,Bacontilvirker
EDU_audd_4879,Dropskoger
EDU_audd_4880,Defektrice
EDU_audd_4881,Ortopædisadelmager
EDU_audd_4882,Ortopædimekaniker
EDU_audd_490,"Social/sundhed, ivu (kvu)"
EDU_audd_4901,"Detail, babyudstyr og børnekonfektion"
EDU_audd_4902,"Detail, dameekvipering"
EDU_audd_4903,"Detail, herreekvipering"
EDU_audd_4904,"Detail, hvidevarer og sengeudstyr"
EDU_audd_4905,"Detail, fiskehandel"
EDU_audd_4906,"Detail, forbrugerelektronik"
EDU_audd_4907,"Detail, skibsproviantering"
EDU_audd_4908,"Detail, boligtekstil og montering"
EDU_audd_4909,"Detail, butiksmedhjælper"
EDU_audd_4910,"Detail, optik"
EDU_audd_4911,"Detail, boghandel"
EDU_audd_4912,"Detail, fotohandel"
EDU_audd_4913,"Detail, papirhandel"
EDU_audd_4914,"Detail, isenkram-værktøj"
EDU_audd_4915,"Detail, isenkram, glas og porcelæn"
EDU_audd_4916,"Detail, sport og camping"
EDU_audd_4917,"Detail, guld og sølv"
EDU_audd_4918,"Detail, Tv og radio"
EDU_audd_4919,"Detail, kolonial"
EDU_audd_4920,"Detail, viktualie"
EDU_audd_4921,"Detail, farve og tapet"
EDU_audd_4922,"Detail, materialhandel"
EDU_audd_4923,"Detail, blomster"
EDU_audd_4924,"Detail, sæbe og parfume"
EDU_audd_4925,"Detail, sko og læder"
EDU_audd_4926,"Detail, tekstil"
EDU_audd_4927,"Detail, møbler og boligudstyr"
EDU_audd_4928,"Detail, el-installation"
EDU_audd_4929,"Detail, legetøj og hobby"
EDU_audd_4930,"Detail, autohandel"
EDU_audd_4931,"Detail, vin og tobak"
EDU_audd_4932,Dekoratør
EDU_audd_4933,"Detail, hårde hvidevarer"
EDU_audd_4934,Detailhandelsuddannelse una
EDU_audd_4937,"Detail, byggemarked"
EDU_audd_4938,"Detail, salgsassistent"
EDU_audd_4939,"Detail, servicestation og kiosk"
EDU_audd_4940,"Detail, bager"
EDU_audd_4941,"Detail, kædebutik"
EDU_audd_4942,"Detail, frugt og grønt"
EDU_audd_4943,"Detail, musik-video-software"
EDU_audd_4944,"Detail, nærbutik"
EDU_audd_4945,"Detail, stormagasin"
EDU_audd_4946,Digital handel
EDU_audd_4947,"Convenience, bageriudsalg"
EDU_audd_4948,Convenience
EDU_audd_4949,Retail Manager
EDU_audd_495,"Forsvar/politi, ivu (kvu)"
EDU_audd_4951,"Engros, korn og foderstof"
EDU_audd_4952,"Engros, kolonial"
EDU_audd_4953,"Engros, manufaktur"
EDU_audd_4954,"Engros, trælast mv."
EDU_audd_4955,"Engros, værktøj-maskiner"
EDU_audd_4956,"Engros, jern-stål"
EDU_audd_4957,"Engros, isenkram"
EDU_audd_4958,"Engros, auto -reservedele"
EDU_audd_4959,"Engros, landbrugsmaskiner"
EDU_audd_4960,"Engros, el-engros"
EDU_audd_4961,"Engros, vvs-branchen"
EDU_audd_4962,"Engros, tekstil"
EDU_audd_4963,Logistikassistent
EDU_audd_4964,Indkøbsassistent
EDU_audd_4965,"Handelsassistent, salg"
EDU_audd_4966,"Handelsassistent, service"
EDU_audd_4967,Handelsuddannelse una
EDU_audd_4968,"Handelsassistent, telekommunikation"
EDU_audd_4969,"Engros, storkundeprofil"
EDU_audd_4970,Engros med detail
EDU_audd_4971,"Engros, kontor all round"
EDU_audd_4977,"Kontor, økonomi"
EDU_audd_4978,"Kontor, administration"
EDU_audd_4979,"Kontor, administration med IT"
EDU_audd_4980,Kundemedarbejder
EDU_audd_4981,"Kontor, all round"
EDU_audd_4982,"Kontor, korrespondance"
EDU_audd_4983,"Kontor, regnskab og revision"
EDU_audd_4984,"Kontor, offentlig administration"
EDU_audd_4985,"Kontor, rejsebranche"
EDU_audd_4986,Pengeinstitut
EDU_audd_4987,Finansassistent
EDU_audd_4988,Forsikring
EDU_audd_4989,"Kontor, kommune og amtskommune"
EDU_audd_4990,Lægesekretær
EDU_audd_4991,Advokatsekretær
EDU_audd_4992,"Kontor, spedition og shipping"
EDU_audd_4994,Iværksætter
EDU_audd_4995,Edb-assistent 2-årig
EDU_audd_4996,Informatikassistent
EDU_audd_4997,"Kontor, stat"
EDU_audd_4998,Realkredit
EDU_audd_4999,Transportbetjent
EDU_audd_500,"Mellemlang videregående uddannelse una, ivu(MVU)"
EDU_audd_5000,Akademiuddannelse i projektledelse - medie- kommunik.branchen
EDU_audd_5001,Akademiuddannelse i kreativitet og design
EDU_audd_5003,Akademiøkonom i kommunikation og reklame
EDU_audd_5004,"Akademiøkonom, salgskonsulent"
EDU_audd_5005,Akademiøkonom i international erhvervsinformation
EDU_audd_5006,Akademiøkonom i internationalt salg
EDU_audd_5007,Akademiøkonom i miljø og økonomi
EDU_audd_5008,Akademiøkonom i sport og fritid
EDU_audd_5009,Akademiøkonom i hotel- og restaurantledelse
EDU_audd_5015,Tf-kursus
EDU_audd_5016,Tf-kemiteknik
EDU_audd_5017,"Gas-, vand- og sanitetsmester"
EDU_audd_5018,Tf-produktionsteknik
EDU_audd_5019,Tf-mejeriteknik
EDU_audd_5020,Akademiøkonom i bilbranchen
EDU_audd_5021,Politikadet
EDU_audd_5022,"Designer Design for People, cand.design"
EDU_audd_5023,"Designer Design for Planet, cand.design"
EDU_audd_5024,"Designer Design for Play, cand.design"
EDU_audd_5025,Eksamineret eksportør
EDU_audd_5027,Maritim teknolog
EDU_audd_5028,"1. år, hhx"
EDU_audd_5029,"2. år, hhx"
EDU_audd_5031,Anlægstekniker
EDU_audd_5032,Orgelbygger
EDU_audd_5033,El-installatør
EDU_audd_5034,Stærkstrømsinstallatør
EDU_audd_5035,Plasttekniker
EDU_audd_5036,Modeltekniker
EDU_audd_5037,El-installatøruddannelse una
EDU_audd_5038,Modelkonstruktør
EDU_audd_5039,Trikotagetekniker
EDU_audd_5040,Tekstiltekniker
EDU_audd_5041,Farveritekniker
EDU_audd_5042,Indkøbstekniker
EDU_audd_5043,Installatør una
EDU_audd_5044,Tf-gartneriteknik
EDU_audd_5045,Tekstil- og beklædningsteknik una
EDU_audd_5046,"Bygningskonstruktør, anlægsteknik"
EDU_audd_5047,"Bygningskonstruktør, byggeteknik"
EDU_audd_5048,Tf-skibsteknik
EDU_audd_5049,Tf-tekstilteknik
EDU_audd_5051,Tf-byggeteknik
EDU_audd_5052,Tf-maskinteknik
EDU_audd_5053,Tf-stærkstrømsteknik
EDU_audd_5054,Tf-svagstrømsteknik
EDU_audd_5055,"Designer, bach."
EDU_audd_5056,"Designer kommunikation, cand.design"
EDU_audd_5057,"Designer møbel og rum, cand.design"
EDU_audd_5058,"Designer unika design, cand.design"
EDU_audd_5059,"Designer industriel, cand.design"
EDU_audd_5060,"Værkstedsteknisk grundskole, bandagist"
EDU_audd_5061,Laboratorietekniker
EDU_audd_5062,"Designer guld og sølv, cand.design"
EDU_audd_5063,"Designer, cand.design"
EDU_audd_5064,"Designer Accessory Design, cand.design"
EDU_audd_5065,"IT-teknolog, elektronik"
EDU_audd_5066,"Gartneritekniker, anlæg"
EDU_audd_5067,"Gartneritekniker, planteskole"
EDU_audd_5068,"Gartneritekniker, væksthus"
EDU_audd_5069,"Gartneritekniker, grøntsager"
EDU_audd_5070,"Gartneritekniker, produktion"
EDU_audd_5071,Jordbrugstekniker una
EDU_audd_5072,"Landbrugstekniker, teknisk speciale"
EDU_audd_5073,"Landbrugstekniker, økonomisk-merkantilt speciale"
EDU_audd_5074,Food business engineer
EDU_audd_5075,"Tekstildesign, -håndværk og formidling, prof.bach."
EDU_audd_5076,Akademiøkonom i designmanagement
EDU_audd_5077,Akademiøkonom i sprog og økonomi
EDU_audd_5078,Akademiøkonom i handel med fast ejendom
EDU_audd_5079,Akademiøkonom i international telekommunikation
EDU_audd_5080,"Htx, 3-årig"
EDU_audd_5081,"1. år, htx"
EDU_audd_5082,Multimediedesigner
EDU_audd_5083,Mediekoordinator
EDU_audd_5084,Innovation og entrepreneurship
EDU_audd_5085,Akademiøkonom i kommunikation og formidling
EDU_audd_5086,Logistikøkonom
EDU_audd_5087,Visualizer
EDU_audd_5088,"2. år, htx"
EDU_audd_5089,"Global ledelse og design af produktionsnetværk (GMM), ing.prof.bach."
EDU_audd_5090,"Hhx, 3-årig"
EDU_audd_5091,"Laborant, forskole"
EDU_audd_5092,"3. år, htx"
EDU_audd_5093,Akademiøkonom i servicesektor management
EDU_audd_5094,Akademiøkonom i østeuropæisk handel
EDU_audd_5095,Akademiøkonom i markedskommunikation
EDU_audd_5096,Akademiøkonom i grafisk kommunikation
EDU_audd_5097,"3. år, htx"
EDU_audd_5098,"3. år, hhx"
EDU_audd_5099,Sundhedsadministrativ koordinator
EDU_audd_5100,"Jordbrugsteknolog, bygninger og teknik"
EDU_audd_5101,"Designer digital, cand.design"
EDU_audd_5102,"Designer rum-produktion, cand.design"
EDU_audd_5103,"Designer grafisk, cand.design"
EDU_audd_5104,"Designer illustration, cand.design"
EDU_audd_5105,"Designer interaktive medier, cand.design"
EDU_audd_5106,"Designer beklædning, cand.design"
EDU_audd_5107,"Designer tekstil, cand.design"
EDU_audd_5108,"Designer keramik og glas, cand.design"
EDU_audd_5109,"Designer mode, cand.design"
EDU_audd_5110,"Jordbrugsteknolog, husdyrproduktion"
EDU_audd_5111,"Børneforsorgspædagog, småbørnslinie"
EDU_audd_5112,"Børneforsorgspædagog, almen linie"
EDU_audd_5113,Socialpædagog
EDU_audd_5114,"Børneforsorgspædagog, kursus 4 mdr."
EDU_audd_5115,"Socialpædagog, videreuddannelse"
EDU_audd_5116,Omsorgsassistent ved åndsvageforsorgen
EDU_audd_5117,"Pædagogisk arbejde, diplomuddannelse"
EDU_audd_5118,"Omsorgspersonale, fortsætteruddannelse"
EDU_audd_5119,"Offentlig administration, prof.bach."
EDU_audd_5120,"Socialpædagog, fællesuddannelse"
EDU_audd_5121,Finansøkonom
EDU_audd_5122,Handelsøkonom
EDU_audd_5123,Markedsføringsøkonom
EDU_audd_5124,Service- og oplevelsesøkonomi
EDU_audd_5125,Administrationsøkonom
EDU_audd_5126,"FIF flygtninge, adgangskursus til videregående uddannelse"
EDU_audd_5127,"Socialrådgiver, prof.bach."
EDU_audd_5128,"Socialrådgiver, årskursus"
EDU_audd_5129,Autoteknolog
EDU_audd_5130,"Jordbrugsteknolog, planteproduktion"
EDU_audd_5131,Designteknolog
EDU_audd_5132,Installatør
EDU_audd_5133,IT-teknolog
EDU_audd_5134,Jordbrugsteknolog
EDU_audd_5135,Procesteknolog (fødevarer)
EDU_audd_5136,Produktionsteknolog
EDU_audd_5137,Entreprenørskab og design
EDU_audd_5138,"Industriel designer (overbygning), prof.bach."
EDU_audd_5139,Driftsteknolog offshore
EDU_audd_5140,Teknisk manager offshore
EDU_audd_5141,Ernæringsteknolog
EDU_audd_5142,Pædagogisk grunduddannelse
EDU_audd_5143,Markedsføringsøkonom
EDU_audd_5144,"Social og sundhed, grundforløb"
EDU_audd_5145,Beskæftigelsesvejleder
EDU_audd_5146,Plejer
EDU_audd_5147,Social- og sundhedshjælper
EDU_audd_5148,Sygehjælper
EDU_audd_5149,Plejehjemsassistent
EDU_audd_5150,"Kiropraktor, forskole"
EDU_audd_5151,"Fysioterapi, prof.bach."
EDU_audd_5152,Social- og sundhedsassistent
EDU_audd_5153,"Ergoterapi, prof.bach."
EDU_audd_5154,"Ergo- og fysioterapeut ledende/undervisende, videreuddannelse"
EDU_audd_5155,Fodterapeut
EDU_audd_5156,Økonoma
EDU_audd_5157,"Psykomotorik, prof.bach."
EDU_audd_5158,"Radiograf, prof.bach."
EDU_audd_5159,"Bioanalytiker, prof.bach."
EDU_audd_5160,"Urban landskabsingeniør, prof.bach."
EDU_audd_5161,"Bandagist, prof.bach."
EDU_audd_5162,"IT-teknolog, netværksteknologi"
EDU_audd_5163,"Jordbrugsteknolog, landskab og anlæg"
EDU_audd_5164,"Jordbrugsteknolog, natur og miljø"
EDU_audd_5165,"Klinisk biomekanik, bach."
EDU_audd_5166,"Sygeplejerske, prof.bach."
EDU_audd_5167,"Ledende hjemme- og plejehjemssygeplejerske, diplomeksamen"
EDU_audd_5168,Sundhedsplejerske
EDU_audd_5169,Ledende sygeplejerske
EDU_audd_5170,Afdelingssygeplejerske
EDU_audd_5171,"Sundheds- og sygeplejerske, videreuddannelse"
EDU_audd_5172,Undervisende sygeplejerske
EDU_audd_5173,Ledende og undervisende jordemoder
EDU_audd_5174,Energiteknolog
EDU_audd_5175,"Jordemoder, prof.bach."
EDU_audd_5176,"Optometrist, prof.bach."
EDU_audd_5177,Farmakonom
EDU_audd_5178,"Sygeplejerske, Danmarks sygeplejerskehøjskole 1.-2. del"
EDU_audd_5179,"Sygepleje supplering, adgangsgivende til videre uddannelse"
EDU_audd_5180,"Sygeplejevidenskab, cand.scient."
EDU_audd_5181,"Sygeplejerske, diplomeksamen"
EDU_audd_5182,Sikkerhedsfunktionær
EDU_audd_5183,"Styrmand, 1-årig"
EDU_audd_5184,Skibsmaskinist
EDU_audd_5185,Radiotelegrafist
EDU_audd_5186,"Kommunikationsoperatør, søfart"
EDU_audd_5187,Vagtofficer
EDU_audd_5188,"Juniorofficer dual purpose, prof.bach."
EDU_audd_5189,Maskinmester
EDU_audd_5190,Styrmand (skibsfører)
EDU_audd_5191,"Skibsofficer dual-purpose, prof.bach."
EDU_audd_5192,"Juniorofficer, 2.teoridel"
EDU_audd_5193,"Juniorofficer, 3.teoridel"
EDU_audd_5194,"Skibsfører, seniorofficer, prof.bach."
EDU_audd_5195,Skibsfører (uden gymnasial baggrund)
EDU_audd_5196,"Enhedsfunktionær, fængselsvæsenet"
EDU_audd_5197,"Værkmester, fængselsvæsenet"
EDU_audd_5198,Polititjenestemand
EDU_audd_5199,Fængselsbetjent
EDU_audd_520,"Pædagogik, ivu (mvu)"
EDU_audd_5200,Postelev
EDU_audd_5201,Teleelev
EDU_audd_5202,Postassistent
EDU_audd_5203,Automationsteknolog
EDU_audd_5204,"Designer una, cand.design"
EDU_audd_5205,Toldbetjent
EDU_audd_5206,Toldassistent
EDU_audd_5207,Toldfaglig grunduddannelse
EDU_audd_5208,Toldsekretær
EDU_audd_5209,Toldfuldmægtig
EDU_audd_5210,"Laboratorie-, fødevare- og procestekn. (overbygning), prof.bach."
EDU_audd_5211,"Jordbrugsvirksomhed (overbygning), prof.bach."
EDU_audd_5212,"IT product design, cand.it."
EDU_audd_5213,"Robotics, civilingeniør cand.polyt."
EDU_audd_5214,"Netværk og distribuerede systemer, civilingeniør cand.polyt."
EDU_audd_5215,Lokomotivfører
EDU_audd_5216,"Regulation and automation, civilingeniør cand.polyt."
EDU_audd_5217,"Wireless communication systems, cand.polyt."
EDU_audd_5218,"Vision, graphics and inveractive systems, cand.polyt."
EDU_audd_5219,"Embedded Software Design, cand.polyt."
EDU_audd_5220,Skibsfører (uden gymnasial uddannelse)
EDU_audd_5221,"Maskinmester - maskinteknisk ledelse og drift, prof.bach."
EDU_audd_5222,"Jordbrugsvirksomhed, husdyr (overbygning), prof.bach."
EDU_audd_5223,"Seniorofficer dual purpose, maskinchef, prof.bach."
EDU_audd_5224,"Seniorofficer dual purpose, skibsfører, prof.bach."
EDU_audd_5225,"Seniorofficer dual purpose, skibschef, prof.bach."
EDU_audd_5226,"Skibsfører, prof.bach."
EDU_audd_5227,"Jordbrugsvirksomhed, miljø og natur (overbygning), prof.bach."
EDU_audd_5228,"Seniorofficer dual purpose, maskinchef med el-aut., prof.bach."
EDU_audd_5229,"Seniorofficer dual purpose, skibschef med el-aut., prof.bach."
EDU_audd_5230,"Adgangskursus, skov- og landskabsingeniør"
EDU_audd_5231,"Designteknolog, design"
EDU_audd_5232,"Designteknolog, produktion"
EDU_audd_5233,"Designteknolog, business"
EDU_audd_5234,"Designteknolog, marketing"
EDU_audd_5235,"Designteknolog, retail"
EDU_audd_5236,"Acoustics and audiotechnology, cand.polyt."
EDU_audd_5237,"Signal processing and computing, cand.polyt."
EDU_audd_5238,Miljøteknolog
EDU_audd_5239,"Environmental Science, cand.tech."
EDU_audd_5240,"Chemical engineering, cand.polyt."
EDU_audd_5241,"Bioinformatics and systems biology, cand.polyt."
EDU_audd_5242,"Human-Centered Artificial Intelligence, cand.polyt."
EDU_audd_5243,"Mechanical engineering, civilingeniør 2år, cand.polyt."
EDU_audd_5244,"Maritime technology, cand.tech."
EDU_audd_5245,"Kemi og bioteknologi, cand.scient.tech."
EDU_audd_5246,"Politivirksomhed, prof.bach."
EDU_audd_5247,"Interaction Design, ing.prof.bach."
EDU_audd_5248,"Fødevareteknologi, ing.prof.bach."
EDU_audd_5249,"Electronics, civilingeniør cand.polyt."
EDU_audd_525,"Formidling/erhvervssprog, ivu (mvu)"
EDU_audd_5250,"Elektrisk energiteknologi, ing.prof.bach."
EDU_audd_5251,"Stærkstrømsteknologi, ing.prof.bach."
EDU_audd_5252,"Civil Engineering, ing.prof.bach."
EDU_audd_5253,"Byggeri og infrastruktur, ing.prof.bach."
