Gyldig fra 	Gyldig til 	Kode 	Tekst
01-01-1992 		853245 	Revalideringsinstitutioner
01-01-2003 		853250 	Flygtninge- og asylcentre
01-01-1992 	31-12-2002 	853250 	Flygtningecentre
01-01-1992 		853255 	Foreninger med sygdomsbekæmpende og sociale formål
01-01-1992 		853260 	Legater og fonde med velgørende formål
01-01-1992 		853290 	Andre sociale foranstaltninger uden institutionsophold
01-01-1992 	31-12-2002 	900010 	Kloakvæsen og rensningsanlæg
01-01-1992 	31-12-2002 	900020 	Renovation og renholdelse
01-01-1992 	31-12-2002 	900030 	Lossepladser og forbrændingsanstalter
01-01-2002 		900100 	Opsamling og behandling af spildevand
01-01-2002 		900210 	Indsamling af affald
01-01-2002 		900220 	Drift af affaldsbehandlingsanlæg
01-01-2002 		900310 	Renovation, snerydning mv.
01-01-2002 		900320 	Rensning af jord og grundvand
01-01-1992 		911100 	Arbejdsgiver- og erhvervsorganisationer
01-01-1992 		911200 	Faglige, oplysende foreninger
01-01-1992 		912000 	Fagforeninger
01-01-1992 		913100 	Religiøse institutioner og foreninger
01-01-1992 	31-12-1995 	913110 	Folkekirken
01-01-1992 	31-12-1995 	913120 	Andre trossamfund
01-01-1992 		913200 	Politiske partier
01-01-1992 		913310 	Lejerforeninger
01-01-1992 		913320 	Friluftsorganisationer
01-01-1992 		913330 	Andre politiske og ideologiske organisationer
01-01-1992 		913340 	Andre oplysende og kulturelle foreninger og institutioner
01-01-1992 		913390 	Selskabelige foreninger, loger mv.
01-01-1992 		921100 	Film- og videoproduktion
01-01-1992 		921200 	Film- og videoformidling
01-01-1992 		921300 	Biografer
01-01-1992 	31-12-2002 	922000 	Radio- og tv-virksomhed
01-01-2002 		922010 	Tv-virksomhed
01-01-2002 		922020 	Radiovirksomhed
01-01-1992 		923110 	Teater- og koncertvirksomhed
01-01-1992 		923120 	Selvstændigt udøvende kunstnere
01-01-1992 	31-12-2002 	923200 	Drift af teater- og koncertsale
01-01-2003 		923200 	Drift af teater- og koncertsale, kulturhuse mv.
01-01-1992 		923300 	Forlystelsesparker
01-01-1992 		923400 	Anden forlystelsesvirksomhed i øvrigt
01-01-1992 		924000 	Pressebureauer
01-01-1992 		925110 	Folkebiblioteker
01-01-1992 		925120 	Forsknings- og universitetsbiblioteker
01-01-1992 		925130 	Arkiver
01-01-1992 		925200 	Museer
01-01-1992 		925300 	Botaniske og zoologiske haver
01-01-1992 		926110 	Idræts- og svømmehaller
01-01-1992 		926190 	Andre sportsanlæg
01-01-1992 		926210 	Idrætsklubber
01-01-2002 		926220 	Lystbådehavne
01-01-1992 		926290 	Andre aktiviteter i forbindelse med sport i øvrigt
01-01-1992 		927100 	Lotteri- og anden spillevirksomhed
01-01-1992 		927200 	Andre aktiviteter i forbindelse med fritid i øvrigt
01-01-1992 		930110 	Erhvervs- og institutionsvaskerier
01-01-1992 		930120 	Selvbetjeningsvaskerier mv.
01-01-1992 		930130 	Renserier
01-01-1992 		930210 	Frisørsaloner
01-01-1992 		930220 	Skønheds- og hudpleje
01-01-1992 		930310 	Bedemænd
01-01-1992 		930320 	Begravelsesvæsen
01-01-1992 	31-12-2002 	930400 	Sol- og motionscentre mv.
01-01-2003 		930400 	Sol-, motions- og helsecentre mv.
01-01-1992 		930500 	Anden servicevirksomhed i øvrigt
01-01-1992 		950000 	Private husholdninger med ansat medhjælp
01-01-1992 		980000 	Uoplyst
01-01-1992 		990000 	Internationale organisationer mv.
01-01-1992 		999999 	Ikke oplyst
