code,spec6_txt,spec4_txt,spec3_txt
818600,MFR-vaccinationer,MFR-vaccinationer,Profylakse
818601,MFR-vaccinat. 1 år,MFR-vaccinationer,Profylakse
818602,MFR-vaccinat. 2 år,MFR-vaccinationer,Profylakse
818603,MFR-vaccinat. 3 år,MFR-vaccinationer,Profylakse
818604,MFR-vaccinat. 4 år,MFR-vaccinationer,Profylakse
818605,MFR-vaccinat. 5 år,MFR-vaccinationer,Profylakse
818606,MFR-vaccinat. 6 år,MFR-vaccinationer,Profylakse
818607,MFR-vaccinat. 7 år,MFR-vaccinationer,Profylakse
818608,MFR-vaccinat. 8 år,MFR-vaccinationer,Profylakse
818609,MFR-vaccinat. 9 år,MFR-vaccinationer,Profylakse
818610,MFR-vaccinat. 10 år,MFR-vaccinationer,Profylakse
818611,MFR-vaccinat. 11 år,MFR-vaccinationer,Profylakse
818612,MFR-vaccinat. 12 år,MFR-vaccinationer,Profylakse
818613,MFR-vaccinat. 13 år,MFR-vaccinationer,Profylakse
818614,MFR-vaccinat. 14 år,MFR-vaccinationer,Profylakse
818615,MFR-vaccinat. 15 år,MFR-vaccinationer,Profylakse
818616,MFR-vaccinat. 16 år,MFR-vaccinationer,Profylakse
818617,MFR-vaccinat. 17 år,MFR-vaccinationer,Profylakse
818618,Teksten findes ikke,MFR-vaccinationer,Profylakse
818700,Tillæg til vaccinat.,Tillæg til vaccinat.,Profylakse
818701,Tillæg v. MFR-vacc.,Tillæg til vaccinat.,Profylakse
818702,Tillæg v. Hib-vacc.,Tillæg til vaccinat.,Profylakse
818703,Tillæg v. kighostev.,Tillæg til vaccinat.,Profylakse
818704,Till.v. Di-Te-Pol-v.,Tillæg til vaccinat.,Profylakse
818705,Till. v. Di-Te-vacc.,Tillæg til vaccinat.,Profylakse
818706,Tillæg.vac.Di-Te-Ki,Tillæg til vaccinat.,Profylakse
818800,Vacc. kv. røde hunde,Vacc. kv. røde hunde,Profylakse
818801,Vacc. kv. røde hunde,Vacc. kv. røde hunde,Profylakse
818900,Profylakse Kørsel,Profylakse Kørsel,Profylakse
818901,Tillæg til vacc.hon.,Profylakse Kørsel,Profylakse
818920,Infl.vacc. over 65år,Profylakse Kørsel,Profylakse
818921,Infl.vacc. 65år hjem,Profylakse Kørsel,Profylakse
818991,Kørselsgodtg. I,Profylakse Kørsel,Profylakse
818992,Kørselsgodtg. II,Profylakse Kørsel,Profylakse
819000,Kørselsgodtgørelse,Kørselsgodtgørelse,Kørselsgodtgørelse
819001,Kørselsgodtgør.    I,Kørselsgodtgørelse,Kørselsgodtgørelse
819002,Kørselsgodtgør.   II,Kørselsgodtgørelse,Kørselsgodtgørelse
820000,Kak Vagtlægehjælp 82,Kak Vagtlægehjælp 82,Kak Vagtlægehjælp 82
820100,Konsultation,Konsultation,Kak Vagtlægehjælp 82
820101,Konsultation,Konsultation,Kak Vagtlægehjælp 82
820102,Beh. 2.sikr.i sa.hj.,Konsultation,Kak Vagtlægehjælp 82
820200,Tlf. Konsultation,Tlf. Konsultation,Kak Vagtlægehjælp 82
820201,Tlf.Kons.,Tlf. Konsultation,Kak Vagtlægehjælp 82
820202,Tlfkons. M. Recept,Tlf. Konsultation,Kak Vagtlægehjælp 82
820400,Besøg,Besøg,Kak Vagtlægehjælp 82
820471,Besøg i vagttiden,Besøg,Kak Vagtlægehjælp 82
820481,Besøg   0481,Besøg,Kak Vagtlægehjælp 82
820500,Tlf.kons.u.bes./kon.,Tlf.kons.u.bes./kon.,Kak Vagtlægehjælp 82
820501,Tlf.kons.u.bes./kon.,Tlf.kons.u.bes./kon.,Kak Vagtlægehjælp 82
820600,Tlf.kons.m.bes./kon.,Tlf.kons.m.bes./kon.,Kak Vagtlægehjælp 82
820602,Tlf.kons.m.bes./kon.,Tlf.kons.m.bes./kon.,Kak Vagtlægehjælp 82
821000,Grundyd. Prgf 80.2,Grundyd. Prgf 80.2,Grundyd. Prgf 80.2
821100,Konsultation,Konsultation,Grundyd. Prgf 80.2
821101,Konsultation,Konsultation,Grundyd. Prgf 80.2
821200,Institutionstillæg,Institutionstillæg,Grundyd. Prgf 80.2
821208,Fl.Sikr.V.Inst.Besøg,Institutionstillæg,Grundyd. Prgf 80.2
821300,Receptfornyelse,Receptfornyelse,Grundyd. Prgf 80.2
821301,Receptfornyelse,Receptfornyelse,Grundyd. Prgf 80.2
822000,Tillægsyd & Afst.Til,Tillægsyd & Afst.Til,Tillægsyd & Afst.Til
822100,Tillægsydelser,Tillægsydelser,Tillægsyd & Afst.Til
822101,Blodtagning fra åre,Tillægsydelser,Tillægsyd & Afst.Til
822102,Udtagning af prøve,Tillægsydelser,Tillægsyd & Afst.Til
822103,Vortebehandling,Tillægsydelser,Tillægsyd & Afst.Til
822104,Blærekaterisation,Tillægsydelser,Tillægsyd & Afst.Til
822105,Fremmedlegeme Øj. Mv,Tillægsydelser,Tillægsyd & Afst.Til
822106,Fjernelse af ørevoks,Tillægsydelser,Tillægsyd & Afst.Til
822107,Fremmedlegeme Hud Mv,Tillægsydelser,Tillægsyd & Afst.Til
822108,Næsetamponade M.V.,Tillægsydelser,Tillægsyd & Afst.Til
822109,Anlæg. Af Im.Bandage,Tillægsydelser,Tillægsyd & Afst.Til
822110,Rectoscopi,Tillægsydelser,Tillægsyd & Afst.Til
822111,1. Beh. Knoglebrud,Tillægsydelser,Tillægsyd & Afst.Til
822112,1. Beh. Større Sår,Tillægsydelser,Tillægsyd & Afst.Til
822113,Biopsi M. Mikroskopi,Tillægsydelser,Tillægsyd & Afst.Til
822114,Repos./ Paraphimosis,Tillægsydelser,Tillægsyd & Afst.Til
822115,Fjernelse Af Negl,Tillægsydelser,Tillægsyd & Afst.Til
822116,Paracent.- Trommehnd,Tillægsydelser,Tillægsyd & Afst.Til
822117,fj. af svulster,Tillægsydelser,Tillægsyd & Afst.Til
822118,Operation/betændelse,Tillægsydelser,Tillægsyd & Afst.Til
822119,Tapning Af Væske,Tillægsydelser,Tillægsyd & Afst.Til
822120,Venesectio Tilrådet,Tillægsydelser,Tillægsyd & Afst.Til
822121,Andre Bety. Operat.,Tillægsydelser,Tillægsyd & Afst.Til
822122,1. behandling brud,Tillægsydelser,Tillægsyd & Afst.Til
822123,Repos. Store Led,Tillægsydelser,Tillægsyd & Afst.Til
822124,St. Udbr. Læsioner,Tillægsydelser,Tillægsyd & Afst.Til
822125,Oplivningsforsøg,Tillægsydelser,Tillægsyd & Afst.Til
822126,Operat. -Fissura Ani,Tillægsydelser,Tillægsyd & Afst.Til
822127,Fødselshjælp/abort,Tillægsydelser,Tillægsyd & Afst.Til
822128,Fødselshj./intraute.,Tillægsydelser,Tillægsyd & Afst.Til
822129,Fødsel   1t.-Sygehus,Tillægsydelser,Tillægsyd & Afst.Til
822130,Kollegial Assistance,Tillægsydelser,Tillægsyd & Afst.Til
822131,Ligsyn M. Dødsattest,Tillægsydelser,Tillægsyd & Afst.Til
822132,Urinprøvetagning,Tillægsydelser,Tillægsyd & Afst.Til
822133,Frs.bio.mat.eks.blod,Tillægsydelser,Tillægsyd & Afst.Til
822134,Ligsyn udf.dødsa.s.1,Tillægsydelser,Tillægsyd & Afst.Til
822135,Udfyldelse dødsa.s.2,Tillægsydelser,Tillægsyd & Afst.Til
822136,Anoskopi,Tillægsydelser,Tillægsyd & Afst.Til
822137,Ud. pacemaker,Tillægsydelser,Tillægsyd & Afst.Til
822140,Vejl.Af Svang. 2140,Tillægsydelser,Tillægsyd & Afst.Til
822141,Fortsat Kontrol 2141,Tillægsydelser,Tillægsyd & Afst.Til
822142,Vejl. Af Svang. 2142,Tillægsydelser,Tillægsyd & Afst.Til
822143,Vejl. Af Svang. 2143,Tillægsydelser,Tillægsyd & Afst.Til
822144,Vejl. Af Svang. 2144,Tillægsydelser,Tillægsyd & Afst.Til
822145,Fjern. af implanon,Tillægsydelser,Tillægsyd & Afst.Til
822161,Tillæg kval. tolk,Tillægsydelser,Tillægsyd & Afst.Til
822200,Rejsetil./p.T.Ledsag,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til
822201,Lægehjælp 2201,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til
822300,Afstandstillæg,Afstandstillæg,Tillægsyd & Afst.Til
822302,Afst.takst ov. 10 km,Afstandstillæg,Tillægsyd & Afst.Til
822400,Ef-Borgere,Ef-Borgere,Tillægsyd & Afst.Til
822401,Akutte Tilfælde Ef,Ef-Borgere,Tillægsyd & Afst.Til
822402,Sikr.u.adg.t.lægepr.,Ef-Borgere,Tillægsyd & Afst.Til
822403,Tillæg ingen praksis,Ef-Borgere,Tillægsyd & Afst.Til
822500,Rejsetil./p.T.Ledsag,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til
822502,Lægehjælp       2502,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til
822600,Rammeaftaler,Rammeaftaler,Tillægsyd & Afst.Til
822601,Blodprøvetagning,Rammeaftaler,Tillægsyd & Afst.Til
824001,Rådg.udd.amanuensis,Kak Vagtlægehjælp 82,Kak Vagtlægehjælp 82
825000,Attester,Attester og tandudt.,Attester og tandudt.
825001,Sindslid. 1. Indlæg.,Attester og tandudt.,Attester og tandudt.
825002,Sindslid. Genindlæg.,Attester og tandudt.,Attester og tandudt.
825003,Sindslid. Tvangsindl,Attester og tandudt.,Attester og tandudt.
825004,Nervesanatorier M.V.,Attester og tandudt.,Attester og tandudt.
825005,Alkoholklinik,Attester og tandudt.,Attester og tandudt.
825091,Teksten findes ikke,Attester og tandudt.,Attester og tandudt.
825092,Teksten findes ikke,Attester og tandudt.,Attester og tandudt.
825093,Teksten findes ikke,Attester og tandudt.,Attester og tandudt.
825100,Tandudtrækninger,Tandudtrækninger,Attester og tandudt.
825101,Pr. tand,Tandudtrækninger,Attester og tandudt.
825501,rådg.udd.amu.lægev.,Attester og tandudt.,Attester og tandudt.
825502,Sindslid. Genindlæg,Attester og tandudt.,Attester og tandudt.
826000,Almindelig Tandpleje,Almindelig Tandpleje,Almindelig Tandpleje
826700,Tandudtrækninger,Tandudtrækninger,Almindelig Tandpleje
826701,1. Tand,Tandudtrækninger,Almindelig Tandpleje
826702,Anden Tand Samme Bes,Tandudtrækninger,Almindelig Tandpleje
826703,Flg. Tand Samme Bes.,Tandudtrækninger,Almindelig Tandpleje
826704,Maximum/måned   6704,Tandudtrækninger,Almindelig Tandpleje
827000,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser
827100,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser
827101,Urin v. stix       1,Lab. Undersøgelser,Lab. Undersøgelser
827102,I. Mikros. urin    3,Lab. Undersøgelser,Lab. Undersøgelser
827103,II. Mirkos. bak. ol3,Lab. Undersøgelser,Lab. Undersøgelser
827104,III. Mikros. Andet 3,Lab. Undersøgelser,Lab. Undersøgelser
827105,I. Bakterier(dyrk.)3,Lab. Undersøgelser,Lab. Undersøgelser
827106,II. Svampe (dyrk.) 3,Lab. Undersøgelser,Lab. Undersøgelser
827107,III. Andet (dyrk.) 3,Lab. Undersøgelser,Lab. Undersøgelser
827108,B-hæmoglob.(fotom.)4,Lab. Undersøgelser,Lab. Undersøgelser
827109,Svælg-strept.antig.4,Lab. Undersøgelser,Lab. Undersøgelser
827110,Mononucleosefaktor 4,Lab. Undersøgelser,Lab. Undersøgelser
827111,Spermaundersøgelse 5,Lab. Undersøgelser,Lab. Undersøgelser
827112,Audiometriunders. 10,Lab. Undersøgelser,Lab. Undersøgelser
827113,Lungef. v. spirom. 3,Lab. Undersøgelser,Lab. Undersøgelser
827114,Lysfeldtsmikroskopi,Lab. Undersøgelser,Lab. Undersøgelser
827115,Maskinel leucocyt og,Lab. Undersøgelser,Lab. Undersøgelser
827116,Fasekontrast mikrosk,Lab. Undersøgelser,Lab. Undersøgelser
827117,Tympanometri,Lab. Undersøgelser,Lab. Undersøgelser
827120,C-Reaktivt Protein,Lab. Undersøgelser,Lab. Undersøgelser
827121,Lungefunk.under.,Lab. Undersøgelser,Lab. Undersøgelser
827122,I. Mikro. af urin,Lab. Undersøgelser,Lab. Undersøgelser
827123,II. Mikr. bakt. o.l.,Lab. Undersøgelser,Lab. Undersøgelser
827124,III. Mikros. a.bio.,Lab. Undersøgelser,Lab. Undersøgelser
827125,Differ.- og leu. tæl,Lab. Undersøgelser,Lab. Undersøgelser
827126,PP-inr (koagu.fakt.),Lab. Undersøgelser,Lab. Undersøgelser
827136,B-glukose (fotom.) 4,Lab. Undersøgelser,Lab. Undersøgelser
827150,Prothrombin        6,Lab. Undersøgelser,Lab. Undersøgelser
827151,Urin F.Keton U/stix1,Lab. Undersøgelser,Lab. Undersøgelser
827152,3 u.f. blod i fæces5,Lab. Undersøgelser,Lab. Undersøgelser
827153,Urin F. Blod U/stix1,Lab. Undersøgelser,Lab. Undersøgelser
827154,Blødningstid       1,Lab. Undersøgelser,Lab. Undersøgelser
827155,Elkard. exc. præc. 6,Lab. Undersøgelser,Lab. Undersøgelser
827156,Elkard. inkl. præc.9,Lab. Undersøgelser,Lab. Undersøgelser
827157,Fasteventrikelsekr 2,Lab. Undersøgelser,Lab. Undersøgelser
827158,Galdefarvest.I Urin1,Lab. Undersøgelser,Lab. Undersøgelser
827159,B-glukose (stix)   1,Lab. Undersøgelser,Lab. Undersøgelser
827160,Urin F. Gluk.U/stix1,Lab. Undersøgelser,Lab. Undersøgelser
827161,Gonococcer  Sekret.3,Lab. Undersøgelser,Lab. Undersøgelser
827165,Hormonundersøgelser1,Lab. Undersøgelser,Lab. Undersøgelser
827166,B-hæmogl.(U/fotom.)1,Lab. Undersøgelser,Lab. Undersøgelser
827167,Kapillærresistenspr3,Lab. Undersøgelser,Lab. Undersøgelser
827168,Se-kreatinin       5,Lab. Undersøgelser,Lab. Undersøgelser
827169,Mikroskopi Af Urin 3,Lab. Undersøgelser,Lab. Undersøgelser
827170,Orm. Ormeled I Fæc 1,Lab. Undersøgelser,Lab. Undersøgelser
827171,Ormeæg I Fæces     6,Lab. Undersøgelser,Lab. Undersøgelser
827172,Ormeæg I Analafskr 2,Lab. Undersøgelser,Lab. Undersøgelser
827173,Oscillometri 2 Extr6,Lab. Undersøgelser,Lab. Undersøgelser
827174,Oscillometri 4extr10,Lab. Undersøgelser,Lab. Undersøgelser
827175,"Svang.reak.,urinc. 4",Lab. Undersøgelser,Lab. Undersøgelser
827176,Urin F.Prot. U/stix1,Lab. Undersøgelser,Lab. Undersøgelser
827177,Sænkningsreaktion  2,Lab. Undersøgelser,Lab. Undersøgelser
827178,Trichomonas Vaginal3,Lab. Undersøgelser,Lab. Undersøgelser
827179,Dyrk.Af Bakterier  3,Lab. Undersøgelser,Lab. Undersøgelser
827181,Urinstof I Serum   3,Lab. Undersøgelser,Lab. Undersøgelser
827182,Urobilin I Urin    3,Lab. Undersøgelser,Lab. Undersøgelser
827183,Lungefunkt.unders. 3,Lab. Undersøgelser,Lab. Undersøgelser
827184,Differentialtælling6,Lab. Undersøgelser,Lab. Undersøgelser
827185,Erytrocytvolumen   1,Lab. Undersøgelser,Lab. Undersøgelser
827186,Leucocytter        3,Lab. Undersøgelser,Lab. Undersøgelser
827187,Rat                3,Lab. Undersøgelser,Lab. Undersøgelser
827188,Thrombocytter      3,Lab. Undersøgelser,Lab. Undersøgelser
827189,Urin Til Resistens 6,Lab. Undersøgelser,Lab. Undersøgelser
827190,Urin Blod Mv V.Stix1,Lab. Undersøgelser,Lab. Undersøgelser
827400,Rammeaftaler,Rammeaftaler,Lab. Undersøgelser
827401,Tympanometri,Rammeaftaler,Lab. Undersøgelser
827402,Allergiud. ifm prikt,Rammeaftaler,Lab. Undersøgelser
828000,Profylakse,Profylakse,Profylakse
828100,Undersøg. Af Gravide,Undersøg. Af Gravide,Profylakse
828110,1.Undersøgelse,Undersøg. Af Gravide,Profylakse
828120,2.Undersøgelse,Undersøg. Af Gravide,Profylakse
828130,3.Undersøgelse,Undersøg. Af Gravide,Profylakse
828140,4.Undersøgelse,Undersøg. Af Gravide,Profylakse
828141,Særkons. Sv.Forebyg.,Undersøg. Af Gravide,Profylakse
828142,4 Hj. Fødende 1.Uge,Undersøg. Af Gravide,Profylakse
828143,Besøg I 0-4 Km,Undersøg. Af Gravide,Profylakse
828144,Besøg II  4-8 Km,Undersøg. Af Gravide,Profylakse
828145,Besøg III  8-12 Km,Undersøg. Af Gravide,Profylakse
828146,Besøg IV  12-16 Km,Undersøg. Af Gravide,Profylakse
828147,Besøg V   16-20 Km,Undersøg. Af Gravide,Profylakse
828148,Besøg VI  Over 20 Km,Undersøg. Af Gravide,Profylakse
828149,Pr. Km Ud Over 21,Undersøg. Af Gravide,Profylakse
828150,Unders.v.vejl.9 uger,Undersøg. Af Gravide,Profylakse
828151,Blodprøvetagning,Undersøg. Af Gravide,Profylakse
828152,Podning t. dyrkning,Undersøg. Af Gravide,Profylakse
828153,"B-glukose,fotometer",Undersøg. Af Gravide,Profylakse
828154,"B-glukose, stix",Undersøg. Af Gravide,Profylakse
828155,"Urinundersøg., stix",Undersøg. Af Gravide,Profylakse
828156,I. Urin,Undersøg. Af Gravide,Profylakse
828157,"II. Bakt.,tric. m.m.",Undersøg. Af Gravide,Profylakse
828158,"III. Andet, fx. orm",Undersøg. Af Gravide,Profylakse
828159,I. Bakterier,Undersøg. Af Gravide,Profylakse
828160,5. Hj. Fødende 9uger,Undersøg. Af Gravide,Profylakse
828161,II. Svampe,Undersøg. Af Gravide,Profylakse
828162,III. Andet,Undersøg. Af Gravide,Profylakse
828164,Teksten findes ikke,Undersøg. Af Gravide,Profylakse
828165,Teksten findes ikke,Undersøg. Af Gravide,Profylakse
828166,Teksten findes ikke,Undersøg. Af Gravide,Profylakse
828167,Teksten findes ikke,Undersøg. Af Gravide,Profylakse
828170,1 modul,Undersøg. Af Gravide,Profylakse
828171,2 moduler,Undersøg. Af Gravide,Profylakse
828172,3 moduler,Undersøg. Af Gravide,Profylakse
828173,Pr. påbegyndt over 3,Undersøg. Af Gravide,Profylakse
828180,Blodpr.1.graviditets,Undersøg. Af Gravide,Profylakse
828181,Blodpr.2.graviditets,Undersøg. Af Gravide,Profylakse
828182,Indtil 4 km.,Undersøg. Af Gravide,Profylakse
828183,Fra 4 indtil 8 km.,Undersøg. Af Gravide,Profylakse
828184,Fra 8 indtil 12 km.,Undersøg. Af Gravide,Profylakse
828185,Fra 12 indtil 16 km.,Undersøg. Af Gravide,Profylakse
828186,Fra 16 indtil 20 km.,Undersøg. Af Gravide,Profylakse
828187,Udover 20 km.,Undersøg. Af Gravide,Profylakse
828188,Kr/km. udover 21 km.,Undersøg. Af Gravide,Profylakse
828189,Teksten findes ikke,Undersøg. Af Gravide,Profylakse
828190,Blodprøvetagning,Undersøg. Af Gravide,Profylakse
828191,Kørselsgodtgør. I,Undersøg. Af Gravide,Profylakse
828192,Kørselsgodtgør. II,Undersøg. Af Gravide,Profylakse
828200,Børneundersøgelser,Børneundersøgelser,Profylakse
828201,1.Undersøgelse,Børneundersøgelser,Profylakse
828202,2.Undersøgelse,Børneundersøgelser,Profylakse
828203,3.Undersøgelse,Børneundersøgelser,Profylakse
828204,4.Undersøgelse,Børneundersøgelser,Profylakse
828205,5.Undersøgelse,Børneundersøgelser,Profylakse
828206,6.Undersøgelse,Børneundersøgelser,Profylakse
828207,7.Undersøgelse,Børneundersøgelser,Profylakse
828208,8.Undersøgelse,Børneundersøgelser,Profylakse
828209,9.Undersøgelse,Børneundersøgelser,Profylakse
828210,Undersøgelse,Børneundersøgelser,Profylakse
828211,1.Undersøgelse,Børneundersøgelser,Profylakse
828212,2.Undersøgelse,Børneundersøgelser,Profylakse
828213,3.Undersøgelse,Børneundersøgelser,Profylakse
828214,4.Undersøgelse,Børneundersøgelser,Profylakse
828215,5.Undersøgelse,Børneundersøgelser,Profylakse
828216,6.Undersøgelse,Børneundersøgelser,Profylakse
828217,7.Undersøgelse,Børneundersøgelser,Profylakse
828291,Teksten findes ikke,Børneundersøgelser,Profylakse
828292,Teksten findes ikke,Børneundersøgelser,Profylakse
828293,Teksten findes ikke,Børneundersøgelser,Profylakse
828294,Teksten findes ikke,Børneundersøgelser,Profylakse
828300,Børnevaccinationer,Børnevaccinationer,Profylakse
828311,1.Kighostevaccinat.,Børnevaccinationer,Profylakse
828312,2.Kighostevaccinat.,Børnevaccinationer,Profylakse
828313,3.Kighostevaccinat.,Børnevaccinationer,Profylakse
828314,HepaB  vac barn 1mdr,Børnevaccinationer,Profylakse
828315,HepaB vac barn 2mdr,Børnevaccinationer,Profylakse
828316,HepaB vac barn 12mdr,Børnevaccinationer,Profylakse
828317,Vachon hepb ej us/ko,Børnevaccinationer,Profylakse
828318,HepaB vac ikke smitt,Børnevaccinationer,Profylakse
828319,HebaB smitt. bofælle,Børnevaccinationer,Profylakse
828321,1.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse
828322,2.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse
828323,3.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse
828324,Di-Te-vaccination,Børnevaccinationer,Profylakse
828325,Teksten findes ikke,Børnevaccinationer,Profylakse
828331,1.Orale Poliovaccin.,Børnevaccinationer,Profylakse
828332,2.Orale Poliovaccin.,Børnevaccinationer,Profylakse
828333,3.Orale Poliovaccin.,Børnevaccinationer,Profylakse
828341,Di-Te-Ki-Pol-vac.3md,Børnevaccinationer,Profylakse
828342,Di-Te-Ki-Pol-vac.5md,Børnevaccinationer,Profylakse
828343,Di-Te-Ki-Pol-vac.12m,Børnevaccinationer,Profylakse
828400,Mfr-Vaccinationer,Mfr-Vaccinationer,Profylakse
828401,Vaccinat. Inden 2 År,Mfr-Vaccinationer,Profylakse
828402,Vaccinat. 11-12 År,Mfr-Vaccinationer,Profylakse
828403,Vaccinat.  2-10 År,Mfr-Vaccinationer,Profylakse
828410,Teksten findes ikke,Mfr-Vaccinationer,Profylakse
828500,Hib-vaccinationer,Hib-vaccinationer,Profylakse
828501,1. Hib-vaccination,Hib-vaccinationer,Profylakse
828502,2. Hib-vaccination,Hib-vaccinationer,Profylakse
828503,3. Hib-vaccination,Hib-vaccinationer,Profylakse
828600,MFR-vaccinationer,MFR-vaccinationer,Profylakse
828601,MFR-vaccinat. 1 år,MFR-vaccinationer,Profylakse
828602,MFR-vaccinat. 2 år,MFR-vaccinationer,Profylakse
828603,MFR-vaccinat. 3 år,MFR-vaccinationer,Profylakse
828604,MFR-vaccinat. 4 år,MFR-vaccinationer,Profylakse
828605,MFR-vaccinat. 5 år,MFR-vaccinationer,Profylakse
828606,MFR-vaccinat. 6 år,MFR-vaccinationer,Profylakse
828607,MFR-vaccinat. 7 år,MFR-vaccinationer,Profylakse
828608,MFR-vaccinat. 8 år,MFR-vaccinationer,Profylakse
828609,MFR-vaccinat. 9 år,MFR-vaccinationer,Profylakse
828610,MFR-vaccinat. 10 år,MFR-vaccinationer,Profylakse
828611,MFR-vaccinat. 11 år,MFR-vaccinationer,Profylakse
828612,MFR-vaccinat. 12 år,MFR-vaccinationer,Profylakse
828613,MFR-vaccinat. 13 år,MFR-vaccinationer,Profylakse
828614,MFR-vaccinat. 14 år,MFR-vaccinationer,Profylakse
828615,MFR-vaccinat. 15 år,MFR-vaccinationer,Profylakse
828616,MFR-vaccinat. 16 år,MFR-vaccinationer,Profylakse
828617,MFR-vaccinat. 17 år,MFR-vaccinationer,Profylakse
828618,Teksten findes ikke,MFR-vaccinationer,Profylakse
828700,Tillæg til vacc.hon.,Tillæg til vacc.hon.,Profylakse
828701,Tillæg v. MFR-vacc.,Tillæg til vacc.hon.,Profylakse
828702,Tillæg v. Hib-vacc.,Tillæg til vacc.hon.,Profylakse
828703,Tillæg v. kighostev.,Tillæg til vacc.hon.,Profylakse
828704,Till.v. Di-Te-Pol-v.,Tillæg til vacc.hon.,Profylakse
828705,Till.v. Di-Te-vacc.,Tillæg til vacc.hon.,Profylakse
828706,Tillæg.vac.Di-Te-Ki,Tillæg til vacc.hon.,Profylakse
828800,Vacc. kv. røde hunde,Vacc. kv. røde hunde,Profylakse
828801,Vacc. kv. røde hunde,Vacc. kv. røde hunde,Profylakse
828900,Profylakse Kørsel,Profylakse Kørsel,Profylakse
828901,Tillæg til vacc.hon.,Profylakse Kørsel,Profylakse
828920,Infl.vacc. over 65år,Profylakse Kørsel,Profylakse
828921,Infl.vacc. 65år hjem,Profylakse Kørsel,Profylakse
828991,Kørselsgodtg. I,Profylakse Kørsel,Profylakse
828992,Kørselsgodtg. II,Profylakse Kørsel,Profylakse
829000,Kørselsgodtgørelse,Kørselsgodtgørelse,Kørselsgodtgørelse
829001,Kørselsgodtgør.  I,Kørselsgodtgørelse,Kørselsgodtgørelse
829002,Kørselsgodtgør. II,Kørselsgodtgørelse,Kørselsgodtgørelse
830000,Vagtlægehjælp     83,Vagtlægehjælp     83,Vagtlægehjælp     83
830100,Konsultation,Konsultation,Vagtlægehjælp     83
830101,Konsultation,Konsultation,Vagtlægehjælp     83
830102,Beh. 2.sikr.i sa.hj.,Konsultation,Vagtlægehjælp     83
830103,forebygg.kons,Konsultation,Vagtlægehjælp     83
830104,forebygg.kons,Konsultation,Vagtlægehjælp     83
830106,Aftalt forebygg.kons,Konsultation,Vagtlægehjælp     83
830107,Forløbs.diabetes,Konsultation,Vagtlægehjælp     83
830108,aft. diab.kontrol,Konsultation,Vagtlægehjælp     83
830200,Tlf. Konsultation,Tlf. Konsultation,Vagtlægehjælp     83
830201,Tlf.Kons.,Tlf. Konsultation,Vagtlægehjælp     83
830202,Tlfkons. M. Recept,Tlf. Konsultation,Vagtlægehjælp     83
830203,Tlfkons. M. Henv.,Tlf. Konsultation,Vagtlægehjælp     83
830300,Receptfornyelse,Receptfornyelse,Vagtlægehjælp     83
830301,Receptfornyelse,Receptfornyelse,Vagtlægehjælp     83
830400,Besøg,Besøg,Vagtlægehjælp     83
830411,Besøg I,Besøg,Vagtlægehjælp     83
830421,Besøg II,Besøg,Vagtlægehjælp     83
830431,Besøg III,Besøg,Vagtlægehjælp     83
830441,Besøg IV,Besøg,Vagtlægehjælp     83
830451,Besøg V,Besøg,Vagtlægehjælp     83
830461,Besøg VI,Besøg,Vagtlægehjælp     83
830471,Besøg,Besøg,Vagtlægehjælp     83
830491,Besøg På Ruten,Besøg,Vagtlægehjælp     83
830500,Tlf.kons.u.bes./kon.,Tlf.kons.u.bes./kon.,Vagtlægehjælp     83
830501,Telf.kons.uden besøg,Tlf.kons.u.bes./kon.,Vagtlægehjælp     83
830600,Tlf.kons.m.bes./kon.,Tlf.kons.m.bes./kon.,Vagtlægehjælp     83
830602,Telf.kons.med  besøg,Tlf.kons.m.bes./kon.,Vagtlægehjælp     83
831000,Institutionstillæg,Institutionstillæg,Institutionstillæg
831001,Hon.v.vagtord.på øer,Institutionstillæg,Institutionstillæg
831200,Institutionstillæg,Institutionstillæg,Institutionstillæg
831208,Fl.Sikr.V.Inst.Besøg,Institutionstillæg,Institutionstillæg
832000,Tillægsyd & Afst.Til,Tillægsyd & Afst.Til,Tillægsyd & Afst.Til
832100,Tillægsydelser,Tillægsydelser,Tillægsyd & Afst.Til
832101,Blodtagning blodåre,Tillægsydelser,Tillægsyd & Afst.Til
832102,Udtagning af prøve,Tillægsydelser,Tillægsyd & Afst.Til
832103,vortebeh,Tillægsydelser,Tillægsyd & Afst.Til
832104,Blærekaterisation,Tillægsydelser,Tillægsyd & Afst.Til
832105,Fremmedlegeme Øj. Mv,Tillægsydelser,Tillægsyd & Afst.Til
832106,fj. ørevoks,Tillægsydelser,Tillægsyd & Afst.Til
832107,Fremmedleg. Hud/negl,Tillægsydelser,Tillægsyd & Afst.Til
832108,Næsetamponade M.V.,Tillægsydelser,Tillægsyd & Afst.Til
