code,spec6_txt,spec4_txt,spec3_txt
832109,Anlæg. Af Im.Bandage,Tillægsydelser,Tillægsyd & Afst.Til
832110,rectoscopi,Tillægsydelser,Tillægsyd & Afst.Til
832111,1. Beh. Knoglebrud,Tillægsydelser,Tillægsyd & Afst.Til
832112,1. Beh. Større Sår,Tillægsydelser,Tillægsyd & Afst.Til
832113,Biopsi M. Mikroskopi,Tillægsydelser,Tillægsyd & Afst.Til
832114,Repos./ Paraphimosis,Tillægsydelser,Tillægsyd & Afst.Til
832115,Fjernelse Af Negl,Tillægsydelser,Tillægsyd & Afst.Til
832116,Paracent.-Trommehnd,Tillægsydelser,Tillægsyd & Afst.Til
832117,Fj. af svulster,Tillægsydelser,Tillægsyd & Afst.Til
832118,Operation/betændelse,Tillægsydelser,Tillægsyd & Afst.Til
832119,Tapning af væske,Tillægsydelser,Tillægsyd & Afst.Til
832120,Venesectio Tilrådet,Tillægsydelser,Tillægsyd & Afst.Til
832121,Andre Bety. Operat.,Tillægsydelser,Tillægsyd & Afst.Til
832122,1. beh. Brud sk.ben,Tillægsydelser,Tillægsyd & Afst.Til
832123,Repos. Store Led,Tillægsydelser,Tillægsyd & Afst.Til
832124,St. Udbr. Læsioner,Tillægsydelser,Tillægsyd & Afst.Til
832125,Oplivningsforsøg,Tillægsydelser,Tillægsyd & Afst.Til
832126,Operat. -Fissura Ani,Tillægsydelser,Tillægsyd & Afst.Til
832127,fødselshjælp,Tillægsydelser,Tillægsyd & Afst.Til
832128,Fødselshj./intraute.,Tillægsydelser,Tillægsyd & Afst.Til
832129,fødselshjælp,Tillægsydelser,Tillægsyd & Afst.Til
832130,assistance,Tillægsydelser,Tillægsyd & Afst.Til
832131,Ligsyn M. Dødsattest,Tillægsydelser,Tillægsyd & Afst.Til
832132,Urinprøvetagning,Tillægsydelser,Tillægsyd & Afst.Til
832133,Frs.bio.matr.eks.bl.,Tillægsydelser,Tillægsyd & Afst.Til
832134,Ligsyn udf.dødsa.s.1,Tillægsydelser,Tillægsyd & Afst.Til
832135,Udfyld. af dødsa.s.2,Tillægsydelser,Tillægsyd & Afst.Til
832136,Anoskopi,Tillægsydelser,Tillægsyd & Afst.Til
832137,Ud. pacemaker,Tillægsydelser,Tillægsyd & Afst.Til
832138,Ins/udl væ/valadn sk,Tillægsydelser,Tillægsyd & Afst.Til
832140,Vejl.Af Svang. 2140,Tillægsydelser,Tillægsyd & Afst.Til
832141,Vejl. af svang. 2141,Tillægsydelser,Tillægsyd & Afst.Til
832142,Vejl. Af Svang. 2142,Tillægsydelser,Tillægsyd & Afst.Til
832143,Vejl. af svang. 2143,Tillægsydelser,Tillægsyd & Afst.Til
832144,Vejl. af svang. 2144,Tillægsydelser,Tillægsyd & Afst.Til
832145,Fjern. af implanon,Tillægsydelser,Tillægsyd & Afst.Til
832146,Udlån/instr.blodtryk,Tillægsydelser,Tillægsyd & Afst.Til
832147,ICD-10 kriterier,Tillægsydelser,Tillægsyd & Afst.Til
832148,Hamiltons depr.,Tillægsydelser,Tillægsyd & Afst.Til
832149,psyk.m.test,Tillægsydelser,Tillægsyd & Afst.Til
832161,Tillæg kval. tolk,Tillægsydelser,Tillægsyd & Afst.Til
832200,Rejsetil./p.T.Ledsag,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til
832201,Lægehjælp 2201,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til
832300,Afstandstillæg,Afstandstillæg,Tillægsyd & Afst.Til
832301,Afstandstakst  21 km,Afstandstillæg,Tillægsyd & Afst.Til
832302,Afst.takst ov. 10 km,Afstandstillæg,Tillægsyd & Afst.Til
832304,Supp.forb.indsats,Afstandstillæg,Tillægsyd & Afst.Til
832305,Ops. hjemmebesøg,Afstandstillæg,Tillægsyd & Afst.Til
832400,Ef-Borgere,Ef-Borgere,Tillægsyd & Afst.Til
832401,Akutte Tilfælde EF,Ef-Borgere,Tillægsyd & Afst.Til
832402,Sikr.u.adg.t.lægepr.,Ef-Borgere,Tillægsyd & Afst.Til
832403,Tillæg ingen praksis,Ef-Borgere,Tillægsyd & Afst.Til
832500,Rejsetil./p.T.Ledsag,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til
832502,Lægehjælp      2502,Rejsetil./p.T.Ledsag,Tillægsyd & Afst.Til
832601,Blodprøvetagning,,Tillægsyd & Afst.Til
832602,psykometrisk test,,Tillægsyd & Afst.Til
832603,opf.demens,,Tillægsyd & Afst.Til
834000,Forebygg. / sundhed,Forebygg. / sundhed,Forebygg. / sundhed
834001,Patientsamtaler,Forebygg. / sundhed,Forebygg. / sundhed
834002,Opsøgende virksomhed,Forebygg. / sundhed,Forebygg. / sundhed
834003,Samtaleterapi,Forebygg. / sundhed,Forebygg. / sundhed
834004,Forebyggende ydelser,Forebygg. / sundhed,Forebygg. / sundhed
834005,Deltagelse i forsøg,Forebygg. / sundhed,Forebygg. / sundhed
834007,Supervision,Forebygg. / sundhed,Forebygg. / sundhed
834008,Tobaksafvænning  A15,Forebygg. / sundhed,Forebygg. / sundhed
834009,Alkoholproj.Glostrup,Forebygg. / sundhed,Forebygg. / sundhed
834011,Eval. proj. Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834012,Eval. proj. Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834013,Udskrivningskonfer.,Forebygg. / sundhed,Forebygg. / sundhed
834014,Eval. proj. Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834015,Eval. proj. Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834016,Inds. data Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834017,Inds. data Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834018,Inds. data Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834019,Inds. data Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834020,Inds. data Fyns Amt,Forebygg. / sundhed,Forebygg. / sundhed
834021,Samtalebeh. 1 samt.,Forebygg. / sundhed,Forebygg. / sundhed
834022,Samtalebeh. 2 samt.,Forebygg. / sundhed,Forebygg. / sundhed
834023,Samtalebeh. 3 samt.,Forebygg. / sundhed,Forebygg. / sundhed
834024,Samtalebeh. 4 samt.,Forebygg. / sundhed,Forebygg. / sundhed
834025,Samtalebeh. 5 samt.,Forebygg. / sundhed,Forebygg. / sundhed
834026,Samtalebeh. 6 samt.,Forebygg. / sundhed,Forebygg. / sundhed
834027,Samtalebeh. 7 samt.,Forebygg. / sundhed,Forebygg. / sundhed
834028,HIV-smitteopsporing,Forebygg. / sundhed,Forebygg. / sundhed
834029,Forebygkons diabetes,Forebygg. / sundhed,Forebygg. / sundhed
834030,Tillæg tolkehonor.,Forebygg. / sundhed,Forebygg. / sundhed
834031,"Addition, Risikoest.",Forebygg. / sundhed,Forebygg. / sundhed
834035,Vandrejournal §2-af.,Forebygg. / sundhed,Forebygg. / sundhed
834036,Jordemoderkonsultat.,Forebygg. / sundhed,Forebygg. / sundhed
834037,ukedt tekst ??,Forebygg. / sundhed,Forebygg. / sundhed
834038,ukedt tekst ??,Forebygg. / sundhed,Forebygg. / sundhed
834039,ukedt tekst ??,Forebygg. / sundhed,Forebygg. / sundhed
834044,§2A35Kons.h./besøg,Forebygg. / sundhed,Forebygg. / sundhed
834045,§2.A35Afstandstillæg,Forebygg. / sundhed,Forebygg. / sundhed
834046,Ops. lægebesøg A35,Forebygg. / sundhed,Forebygg. / sundhed
834048,Af.takst udov.21 A35,Forebygg. / sundhed,Forebygg. / sundhed
834050,Samtalebeh. 40 min.,Forebygg. / sundhed,Forebygg. / sundhed
834051,Kon.m.klinisk diæti.,Forebygg. / sundhed,Forebygg. / sundhed
834053,Hypp lægevagtsb. A80,Forebygg. / sundhed,Forebygg. / sundhed
834054,Thrombin-målingerA42,Forebygg. / sundhed,Forebygg. / sundhed
834055,Tel. kons. A50,Forebygg. / sundhed,Forebygg. / sundhed
834056,Konsultation A50,Forebygg. / sundhed,Forebygg. / sundhed
834058,tel. drøftelse A50,Forebygg. / sundhed,Forebygg. / sundhed
834059,deltag. i møde A50,Forebygg. / sundhed,Forebygg. / sundhed
834060,Ulykke - praksis,Forebygg. / sundhed,Forebygg. / sundhed
834061,Ulykke - besøg,Forebygg. / sundhed,Forebygg. / sundhed
834062,Folkeundersøg.   A60,Forebygg. / sundhed,Forebygg. / sundhed
834064,Supervision,Forebygg. / sundhed,Forebygg. / sundhed
834065,Afst.tillæg 0-4 Km,Forebygg. / sundhed,Forebygg. / sundhed
834066,Afst.tillæg 4-8 Km,Forebygg. / sundhed,Forebygg. / sundhed
834067,Afst.tillæg 8-12 Km,Forebygg. / sundhed,Forebygg. / sundhed
834068,Afst.tillæg 12-16 Km,Forebygg. / sundhed,Forebygg. / sundhed
834069,Afst.tillæg 16-20 Km,Forebygg. / sundhed,Forebygg. / sundhed
834070,Afst.till. ov. 20 Km,Forebygg. / sundhed,Forebygg. / sundhed
834071,Afstandstakst pr. Km,Forebygg. / sundhed,Forebygg. / sundhed
834072,Længere enkeltkons.,Forebygg. / sundhed,Forebygg. / sundhed
834073,Livsstilscentret,Forebygg. / sundhed,Forebygg. / sundhed
834074,konf. allegispl. A50,Forebygg. / sundhed,Forebygg. / sundhed
834075,Timehonorar      A60,Forebygg. / sundhed,Forebygg. / sundhed
834076,Konsultation,Forebygg. / sundhed,Forebygg. / sundhed
834077,Tympanomet. v. kons.,Forebygg. / sundhed,Forebygg. / sundhed
834078,Børneundersøgelse,Forebygg. / sundhed,Forebygg. / sundhed
834079,Tympanomet. v. prof.,Forebygg. / sundhed,Forebygg. / sundhed
834085,Metadonansøger   A80,Forebygg. / sundhed,Forebygg. / sundhed
834086,Status metadon   A80,Forebygg. / sundhed,Forebygg. / sundhed
834088,Forebyg.helbreds.A60,Forebygg. / sundhed,Forebygg. / sundhed
834091,Ops.hj.besøg.A50till,Forebygg. / sundhed,Forebygg. / sundhed
834092,Opfølgningsmøde§2A13,Forebygg. / sundhed,Forebygg. / sundhed
834093,Supervisionsm.§2A13,Forebygg. / sundhed,Forebygg. / sundhed
834094,Psykologb.1pati.A13,Forebygg. / sundhed,Forebygg. / sundhed
834095,Psykologb.2pati.A13,Forebygg. / sundhed,Forebygg. / sundhed
834096,Deltag. i møder A50,Forebygg. / sundhed,Forebygg. / sundhed
834099,Skemaudf. diabetes,Forebygg. / sundhed,Forebygg. / sundhed
834101,Vac ifm udbru a/ssyg,,Forebygg. / sundhed
834102,Vac syg fj milt/knog,,Forebygg. / sundhed
834103,Vac efter arb.udheld,,Forebygg. / sundhed
834104,Vac. bø af mø m smit,,Forebygg. / sundhed
834105,HebB stofmis mæn sex,,Forebygg. / sundhed
834106,Teksten findes ikke,,Forebygg. / sundhed
834107,Effektdatab. demens,,Forebygg. / sundhed
834108,Rygestop ifb.el.kir.,,Forebygg. / sundhed
834109,Teledermatologi a42,,Forebygg. / sundhed
834110,Eval. graviditet A42,,Forebygg. / sundhed
834111,Dagt. egen læge KBH.,,Forebygg. / sundhed
834112,Dagt.anden læge KBH.,,Forebygg. / sundhed
834113,Vagtt. egen læge KBH,,Forebygg. / sundhed
834114,Vagtt.anden læge KBH,,Forebygg. / sundhed
834115,Konf. (7 moduler)KBH,,Forebygg. / sundhed
834117,Aftalekons. B050,,Forebygg. / sundhed
834119,Længerevar.sygeb.A60,,Forebygg. / sundhed
834121,test II-diabetes a35,,Forebygg. / sundhed
834122,test svangerdiab.a35,,Forebygg. / sundhed
834125,frems.digitale foto,,Forebygg. / sundhed
834131,1.kons.Demens §2 A35,,Forebygg. / sundhed
834132,2.kons.Demens §2 A35,,Forebygg. / sundhed
834133,3.kons.Demens §2 A35,,Forebygg. / sundhed
834134,Til.yd/Demens §2 A35,,Forebygg. / sundhed
834135,Demensudredning B080,,Forebygg. / sundhed
834138,Konsultation §2/B035,,Forebygg. / sundhed
834139,Tlf. kons. §2 / B035,,Forebygg. / sundhed
834140,E-mail kons sende sv,,Forebygg. / sundhed
834141,E-mail kons ikke bes,,Forebygg. / sundhed
834142,E-mail kons. besvar,,Forebygg. / sundhed
834150,Forb. helbredsssamt,,Forebygg. / sundhed
834151,IT-tlf.konsul. A80,,Forebygg. / sundhed
834152,IT-soc.TK A80,,Forebygg. / sundhed
834160,till.yd.1.kons a50,,Forebygg. / sundhed
834161,till.yd.flg.kon. a50,,Forebygg. / sundhed
834165,Motion/recept udredn,,Forebygg. / sundhed
834166,3mdr.kontrol  kons,,Forebygg. / sundhed
834167,12mdr.kontrol kons,,Forebygg. / sundhed
834175,Motion på recept a20,,Forebygg. / sundhed
834191,Intervention Amt13,,Forebygg. / sundhed
834201,Afst.tillæg 0-4 Km,,Forebygg. / sundhed
834202,Afst.tillæg 4-8 Km,,Forebygg. / sundhed
834203,Afst.tillæg 8-12 Km,,Forebygg. / sundhed
834204,Afst.tillæg 12-16 Km,,Forebygg. / sundhed
834205,Afst.tillæg 16-20 Km,,Forebygg. / sundhed
834206,Afst.till. ov. 20 Km,,Forebygg. / sundhed
834207,Afstandstakst pr. Km,,Forebygg. / sundhed
834291,Abortrådgivn. amt 20,,Forebygg. / sundhed
834401,Hepatet.B/Downs Syn.,Forebygg. / sundhed,Forebygg. / sundhed
834402,Tillæg til vacc.hon.,Forebygg. / sundhed,Forebygg. / sundhed
834403,Fremmødehonorar B080,Forebygg. / sundhed,Forebygg. / sundhed
834405,§2-aftale 4405,Forebygg. / sundhed,Forebygg. / sundhed
834410,§2-aftale 4410,Forebygg. / sundhed,Forebygg. / sundhed
834415,Røntgenund.§2-aftale,Forebygg. / sundhed,Forebygg. / sundhed
834416,§2-B035 Kilometer,Forebygg. / sundhed,Forebygg. / sundhed
834417,Årskontr.diabetes,Forebygg. / sundhed,Forebygg. / sundhed
834418,Terminalpleje amt35,Forebygg. / sundhed,Forebygg. / sundhed
834420,konsultation a42,Forebygg. / sundhed,Forebygg. / sundhed
834421,tlf.kons.u.besøg a42,Forebygg. / sundhed,Forebygg. / sundhed
834422,tlf.kons.m.besøg a42,Forebygg. / sundhed,Forebygg. / sundhed
834423,besøg a42,Forebygg. / sundhed,Forebygg. / sundhed
834424,afstandstakst o.10km,Forebygg. / sundhed,Forebygg. / sundhed
834425,beh. af 2.sikr. a42,Forebygg. / sundhed,Forebygg. / sundhed
834426,"2,3 sikr. inst. a42",Forebygg. / sundhed,Forebygg. / sundhed
834427,vagtbr. B-vagt a42,Forebygg. / sundhed,Forebygg. / sundhed
834428,Særlig kons.vagt.a42,Forebygg. / sundhed,Forebygg. / sundhed
834447,Kørselsgodtgør. B035,Forebygg. / sundhed,Forebygg. / sundhed
834471,Besøg i vagttid R081,Forebygg. / sundhed,Forebygg. / sundhed
834501,1.besøg/hospitel A42,,Forebygg. / sundhed
834502,Klamydiapartner opsp,,Forebygg. / sundhed
834510,Fredericia-forsøg,,Forebygg. / sundhed
834511,Kons.addition a65,,Forebygg. / sundhed
834512,Skemaudf. add. a65,,Forebygg. / sundhed
834514,G-gluk. add. a65,,Forebygg. / sundhed
834515,blodpr.m.cent.ad.a65,,Forebygg. / sundhed
834517,Blodprøvetagn. amt50,,Forebygg. / sundhed
834520,Besøg hos ældre  A25,,Forebygg. / sundhed
834521,Afst.tillæg 0-4 Km,,Forebygg. / sundhed
834522,Afst.tillæg 4-8 Km,,Forebygg. / sundhed
834523,Afst.tillæg 8-12 Km,,Forebygg. / sundhed
834524,Afst.tillæg 12-16 Km,,Forebygg. / sundhed
834525,Afst.tillæg 16-20 Km,,Forebygg. / sundhed
834526,Afst.till. ov. 20 Km,,Forebygg. / sundhed
834527,Afstandstakst pr. Km,,Forebygg. / sundhed
834528,lg.kons.add. a65,,Forebygg. / sundhed
834530,Socialmed. samarb.,,Forebygg. / sundhed
834531,Afst.tillæg 0-4 Km,,Forebygg. / sundhed
834532,Afst.tillæg 4-8 Km,,Forebygg. / sundhed
834533,Afst.tillæg 8-12 Km,,Forebygg. / sundhed
834534,Afst.tillæg 12-16 Km,,Forebygg. / sundhed
834535,Afst.tillæg 16-20 Km,,Forebygg. / sundhed
834536,Afst.till. ov. 20 Km,,Forebygg. / sundhed
834537,Afstandstakst pr. Km,,Forebygg. / sundhed
834546,Demensundersøge. A20,,Forebygg. / sundhed
834547,Demensunder. Kbh Kom,,Forebygg. / sundhed
834548,MMSE-test Frb. Kom.,,Forebygg. / sundhed
834549,"Årskontrol,diab. a20",,Forebygg. / sundhed
834551,Ud.møde telhen §2A35,,Forebygg. / sundhed
834552,møde 1 modul §2A35,,Forebygg. / sundhed
834553,møde 2 moduler §2A35,,Forebygg. / sundhed
834554,møde 3 moduler §2A35,,Forebygg. / sundhed
834555,møde >3moduler §2A35,,Forebygg. / sundhed
834556,tid 4 km §2A35,,Forebygg. / sundhed
834557,tid 4<x<8 km §2A35,,Forebygg. / sundhed
834558,tid 8<x<12 km §2A35,,Forebygg. / sundhed
834559,tid 12<x<16 km §2A35,,Forebygg. / sundhed
834560,tid 16<x<20 km §2A35,,Forebygg. / sundhed
834561,tid 20> km §2A35,,Forebygg. / sundhed
834562,tid pr 21 km §2A35,,Forebygg. / sundhed
834563,tid kørg.§76 §2A35,,Forebygg. / sundhed
834642,Særlig kons. vagttid,Forebygg. / sundhed,Forebygg. / sundhed
834643,ukendt,Forebygg. / sundhed,Forebygg. / sundhed
834902,Ældreproj. Skanderb.,,Forebygg. / sundhed
835000,Attester,Attester og tandudt.,Attester og tandudt.
835001,Sindslid. 1. Indlæg.,Attester og tandudt.,Attester og tandudt.
835002,Sindslid. Genindlæg.,Attester og tandudt.,Attester og tandudt.
835003,Sindslid. Tvangsindl,Attester og tandudt.,Attester og tandudt.
835004,Nervesanatorier M.V.,Attester og tandudt.,Attester og tandudt.
835005,Alkoholklinik,Attester og tandudt.,Attester og tandudt.
835091,Attestarb ifbm kons.,Attester og tandudt.,Attester og tandudt.
835092,Attestarb uden kons.,Attester og tandudt.,Attester og tandudt.
835093,Ansøgning - terminal,Attester og tandudt.,Attester og tandudt.
835100,Tandudtrækninger,Tandudtrækninger,Attester og tandudt.
835101,Pr. tand,Tandudtrækninger,Attester og tandudt.
835991,attestarb.kons. moms,,Attester og tandudt.
835992,Attestarb.u.kon.moms,,Attester og tandudt.
835993,Ans. terminal moms,,Attester og tandudt.
836000,Almindelig Tandpleje,Almindelig Tandpleje,Almindelig Tandpleje
836700,Tandudtrækninger,Tandudtrækninger,Almindelig Tandpleje
836701,1. Tand,Tandudtrækninger,Almindelig Tandpleje
836702,Anden Tand Samme Bes,Tandudtrækninger,Almindelig Tandpleje
836703,Fgl. Tand Samme Bes.,Tandudtrækninger,Almindelig Tandpleje
836704,Maximum /måned 6704,Tandudtrækninger,Almindelig Tandpleje
837000,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser
837100,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser
837101,Urin v. stix       1,Lab. Undersøgelser,Lab. Undersøgelser
837102,I. Urin (mikros.)  3,Lab. Undersøgelser,Lab. Undersøgelser
837103,"II. Bakt.,tric.,sv.3",Lab. Undersøgelser,Lab. Undersøgelser
837104,III. Andet (mikro.)3,Lab. Undersøgelser,Lab. Undersøgelser
837105,I. Bakterier(dyrk.)3,Lab. Undersøgelser,Lab. Undersøgelser
837106,II. Svampe (dyrk.) 3,Lab. Undersøgelser,Lab. Undersøgelser
837107,III. Andet (dyrk.) 3,Lab. Undersøgelser,Lab. Undersøgelser
837108,B-hæmoglob.(fotom.)4,Lab. Undersøgelser,Lab. Undersøgelser
837109,Svælg-strept.antig.4,Lab. Undersøgelser,Lab. Undersøgelser
837110,Mononucleosefaktor 4,Lab. Undersøgelser,Lab. Undersøgelser
837111,Spermaundersøgelse 5,Lab. Undersøgelser,Lab. Undersøgelser
837112,Audiometriunders. 10,Lab. Undersøgelser,Lab. Undersøgelser
837113,Udv.lungefunkt.und.9,Lab. Undersøgelser,Lab. Undersøgelser
837114,Lysf.mikr.skopi,Lab. Undersøgelser,Lab. Undersøgelser
837115,Mask.leucocyt diff.,Lab. Undersøgelser,Lab. Undersøgelser
837116,Fasekontr.mikroskopi,Lab. Undersøgelser,Lab. Undersøgelser
837117,Tympanometri,Lab. Undersøgelser,Lab. Undersøgelser
837120,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
837121,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
837122,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
837123,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
837124,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
837125,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
837126,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
837136,B-glukose (fotom.) 4,Lab. Undersøgelser,Lab. Undersøgelser
837150,Prothrombin        6,Lab. Undersøgelser,Lab. Undersøgelser
837151,Urin F.Keton U/stix1,Lab. Undersøgelser,Lab. Undersøgelser
837152,3 u.f. blod i fæces5,Lab. Undersøgelser,Lab. Undersøgelser
837153,Urin F. Blod U/stix1,Lab. Undersøgelser,Lab. Undersøgelser
837154,Blødningstid       1,Lab. Undersøgelser,Lab. Undersøgelser
837155,Elkard. exc. præc. 6,Lab. Undersøgelser,Lab. Undersøgelser
837156,Elkard. inkl. præc.9,Lab. Undersøgelser,Lab. Undersøgelser
837157,Fasteventrikelsekr 2,Lab. Undersøgelser,Lab. Undersøgelser
837158,Galdefarvest.I Urin1,Lab. Undersøgelser,Lab. Undersøgelser
837159,B-glukose (stix)   1,Lab. Undersøgelser,Lab. Undersøgelser
837160,Urin F. Gluk.U/stix1,Lab. Undersøgelser,Lab. Undersøgelser
837161,Gonococcer  Sekret.3,Lab. Undersøgelser,Lab. Undersøgelser
837165,Hormonundersøgelser1,Lab. Undersøgelser,Lab. Undersøgelser
837166,B-hæmogl.(u/fotom.)1,Lab. Undersøgelser,Lab. Undersøgelser
837167,Kapillærresistenspr3,Lab. Undersøgelser,Lab. Undersøgelser
837168,Se-kreatinin       5,Lab. Undersøgelser,Lab. Undersøgelser
837169,Mikroskopi Af Urin 3,Lab. Undersøgelser,Lab. Undersøgelser
837170,Orm. Ormeled I Fæc 1,Lab. Undersøgelser,Lab. Undersøgelser
837171,Ormeæg I Fæces     6,Lab. Undersøgelser,Lab. Undersøgelser
837172,Ormeæg I Analafskr 2,Lab. Undersøgelser,Lab. Undersøgelser
837173,Oscillometri 2 Extr6,Lab. Undersøgelser,Lab. Undersøgelser
837174,Oscillometri 4extr10,Lab. Undersøgelser,Lab. Undersøgelser
837175,"Svang.reak., urinc.4",Lab. Undersøgelser,Lab. Undersøgelser
837176,Urin F.Prot. U/stix1,Lab. Undersøgelser,Lab. Undersøgelser
837177,Sænkningsreaktion  2,Lab. Undersøgelser,Lab. Undersøgelser
837178,Trichomonas Vaginal3,Lab. Undersøgelser,Lab. Undersøgelser
837179,Dyrk.Af Bakterier  3,Lab. Undersøgelser,Lab. Undersøgelser
837181,Urinstof I Serum   3,Lab. Undersøgelser,Lab. Undersøgelser
837182,Urobilin I Urin    3,Lab. Undersøgelser,Lab. Undersøgelser
837183,Lungefunkt.unders. 3,Lab. Undersøgelser,Lab. Undersøgelser
837184,Differentialtælling6,Lab. Undersøgelser,Lab. Undersøgelser
837185,Erytrocytvolumen   1,Lab. Undersøgelser,Lab. Undersøgelser
837186,Leucocytter        3,Lab. Undersøgelser,Lab. Undersøgelser
837187,Rat                3,Lab. Undersøgelser,Lab. Undersøgelser
837188,Thrombocytter      3,Lab. Undersøgelser,Lab. Undersøgelser
837189,Urin Til Resistens 6,Lab. Undersøgelser,Lab. Undersøgelser
837190,Urin Blod Mv V.Stix1,Lab. Undersøgelser,Lab. Undersøgelser
837401,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
837402,Teksten findes ikke,Lab. Undersøgelser,Lab. Undersøgelser
838000,Profylakse,Profylakse,Profylakse
838100,Undersøg. Af Gravide,Undersøg. Af Gravide,Profylakse
838110,1.Undersøgelse,Undersøg. Af Gravide,Profylakse
838120,2.Undersøgelse,Undersøg. Af Gravide,Profylakse
838130,3.Undersøgelse,Undersøg. Af Gravide,Profylakse
838140,4.Undersøgelse,Undersøg. Af Gravide,Profylakse
838141,Særkons. Sv.Forebyg.,Undersøg. Af Gravide,Profylakse
