SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
380;"46.32.20";2;Engroshandel med fisk og fiskeprodukter;;;;;;
381;"46.33.00";2;Engroshandel med mejeriprodukter, æg samt spiselige olier og fedtstoffer;;;;;;
382;"46.34.10";2;Engroshandel med øl, mineralvand, frugt- og grøntsagssaft;;;;;;
383;"46.34.20";2;Engroshandel med vin og spiritus;;;;;;
384;"46.35.00";2;Engroshandel med tobaksvarer;;;;;;
385;"46.36.00";2;Engroshandel med sukker, chokolade og sukkervarer;;;;;;
386;"46.37.00";2;Engroshandel med kaffe, te, kakao og krydderier;;;;;;
387;"46.38.00";2;Engroshandel med andre fødevarer;;;;;;
388;"46.39.00";2;Ikke-specialiseret engroshandel med føde-, drikke- og tobaksvarer;;;;;;
389;"46.41.00";2;Engroshandel med tekstiler;;;;;;
390;"46.42.10";2;Engroshandel med beklædning;;;;;;
391;"46.42.20";2;Engroshandel med fodtøj;;;;;;
392;"46.43.10";2;Engroshandel med hvidevarer og elektriske husholdningsartikler;;;;;;
393;"46.43.20";2;Engroshandel med radio og tv, fotografiske og optiske artikler;;;;;;
394;"46.44.10";2;Engroshandel med porcelæns- og glasvarer;;;;;;
395;"46.44.20";2;Engroshandel med rengøringsmidler;;;;;;
396;"46.45.00";2;Engroshandel med parfumerivarer og kosmetik;;;;;;
397;"46.46.10";2;Engroshandel med medicinalvarer og sygeplejeartikler;;;;;;
398;"46.46.20";2;Engroshandel med læge- og hospitalsartikler;;;;;;
399;"46.47.00";2;Engroshandel med møbler til bolig-, kontor- og butiksbrug, tæpper og belysningsartikler;;;;;;
400;"46.48.00";2;Engroshandel med ure og smykker;;;;;;
401;"46.49.10";2;Engroshandel med cykler, sportsartikler og lystbåde;;;;;;
402;"46.49.20";2;Engroshandel med bøger, papir og papirvarer;;;;;;
403;"46.49.30";2;Engroshandel med kufferter og lædervarer;;;;;;
404;"46.49.90";2;Engroshandel med andre husholdningsartikler i.a.n.;;;;;;
405;"46.50.00";2;Engroshandel med informations- og kommunikationsudstyr;;;;;;
406;"46.61.00";2;Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil;;;;;;
407;"46.62.00";2;Engroshandel med værktøjsmaskiner;;;;;;
408;"46.63.00";2;Engroshandel med maskiner til minedrift og bygge- og anlægsaktiviteter;;;;;;
409;"46.64.00";2;Engroshandel med andre maskiner og andet udstyr;;;;;;
410;"46.71.00";2;Engroshandel med motorkøretøjer;;;;;;
411;"46.72.00";2;Engroshandel med reservedele og tilbehør til motorkøretøjer;;;;;;
412;"46.73.00";2;Engroshandel med motorcykler samt reservedele og tilbehør dertil;;;;;;
413;"46.81.00";2;Engroshandel med fast, flydende og luftformigt brændstof og lignende varer;;;;;;
414;"46.82.00";2;Engroshandel med metaller og metalmalme;;;;;;
415;"46.83.00";2;Engroshandel med træ og byggematerialer samt sanitetsartikler;;;;;;
416;"46.84.00";2;Engroshandel med isenkram, varmeanlæg og tilbehør;;;;;;
417;"46.85.00";2;Engroshandel med kemiske produkter;;;;;;
418;"46.86.00";2;Engroshandel med andre råvarer og halvfabrikata;;;;;;
419;"46.87.00";2;Engroshandel med affaldsprodukter;;;;;;
420;"46.89.00";2;Anden specialiseret engroshandel i.a.n.;;;;;;
421;"46.90.00";2;Ikke-specialiseret engroshandel;;;;;;
422;"47.11.10";2;Detailhandel med kioskvarer;;;;;;
423;"47.11.20";2;Detailhandel med dagligvarer i supermarkeder og købmandsbutikker;;;;;;
424;"47.11.30";2;Detailhandel med dagligvarer i discountsupermarkeder;;;;;;
425;"47.12.00";2;Anden ikke-specialiseret detailhandel;;;;;;
426;"47.21.00";2;Detailhandel med frugt og grøntsager;;;;;;
427;"47.22.00";2;Detailhandel med kød og kødprodukter;;;;;;
428;"47.23.00";2;Detailhandel med fisk, krebsdyr og bløddyr;;;;;;
429;"47.24.00";2;Detailhandel med bagværk og konfekture;;;;;;
430;"47.25.00";2;Detailhandel med drikkevarer;;;;;;
431;"47.26.00";2;Detailhandel med tobaksvarer;;;;;;
432;"47.27.00";2;Detailhandel med andre fødevarer;;;;;;
433;"47.30.00";2;Detailhandel med motorbrændstoffer;;;;;;
434;"47.40.00";2;Detailhandel med informations- og kommunikationsudstyr;;;;;;
435;"47.51.00";2;Detailhandel med tekstiler;;;;;;
436;"47.52.10";2;Detailhandel med maling og tapet;;;;;;
437;"47.52.20";2;Detailhandel med byggematerialer og værktøj;;;;;;
438;"47.53.00";2;Detailhandel med tæpper, vægbeklædning og gulvbelægning;;;;;;
439;"47.54.00";2;Detailhandel med elektriske husholdningsapparater;;;;;;
440;"47.55.10";2;Detailhandel med møbler;;;;;;
441;"47.55.20";2;Detailhandel med bad- og køkkenelementer mv.;;;;;;
442;"47.55.30";2;Detailhandel med køkkenudstyr og service mv.;;;;;;
443;"47.55.90";2;Detailhandel med boligtekstiler, belysnings- og husholdningsartikler i.a.n.;;;;;;
444;"47.61.00";2;Detailhandel med bøger;;;;;;
445;"47.62.00";2;Detailhandel med aviser og andre tidsskrifter samt kontorartikler;;;;;;
446;"47.63.10";2;Detailhandel med sports- og fritidsudstyr;;;;;;
447;"47.63.20";2;Detailhandel med cykler;;;;;;
448;"47.63.30";2;Detailhandel med lystbåde og udstyr hertil;;;;;;
449;"47.64.00";2;Detailhandel med spil og legetøj;;;;;;
450;"47.69.10";2;Detailhandel med musikinstrumenter;;;;;;
451;"47.69.20";2;Detailhandel med kunst mv.;;;;;;
452;"47.69.90";2;Detailhandel med andre kulturelle artikler i.a.n;;;;;;
453;"47.71.10";2;Detailhandel med tøj;;;;;;
454;"47.71.20";2;Detailhandel med baby- og børnetøj;;;;;;
455;"47.72.10";2;Detailhandel med fodtøj;;;;;;
456;"47.72.20";2;Detailhandel med lædervarer;;;;;;
457;"47.73.00";2;Detailhandel med farmaceutiske produkter;;;;;;
458;"47.74.10";2;Optikeraktiviteter;;;;;;
459;"47.74.20";2;Detailhandel med andre medicinske og ortopædiske artikler;;;;;;
460;"47.75.00";2;Detailhandel med kosmetikvarer og toiletartikler;;;;;;
461;"47.76.10";2;Detailhandel med blomster og planter;;;;;;
462;"47.76.20";2;Detailhandel med kæledyr og udstyr til kæledyr;;;;;;
463;"47.77.00";2;Detailhandel med ure og smykker;;;;;;
464;"47.78.00";2;Detailhandel med andre nye varer;;;;;;
465;"47.79.00";2;Detailhandel med brugte varer;;;;;;
466;"47.81.00";2;Detailhandel med motorkøretøjer;;;;;;
467;"47.82.00";2;Detailhandel med reservedele og tilbehør til motorkøretøjer;;;;;;
468;"47.83.00";2;Detailhandel med motorcykler samt reservedele og tilbehør dertil;;;;;;
469;"47.91.00";2;Formidlingsaktiviteter inden for ikke-specialiseret detailhandel;;;;;;
470;"47.92.00";2;Formidlingsaktiviteter inden for specialiseret detailhandel;;;;;;
471;"H";1;Transport;;;;;;
472;"49.11.00";2;Persontransport med regional- eller fjerntog;;;;;;
473;"49.12.00";2;Persontransport med nærbane;;;;;;
474;"49.20.00";2;Godstransport med tog;;;;;;
475;"49.31.00";2;Passagertransport ad vej med fast køreplan;;;;;;
476;"49.32.00";2;Passagertransport ad vej uden fast køreplan;;;;;;
477;"49.33.00";2;Passagertransport på bestilling i køretøj med chauffør;;;;;;
478;"49.34.00";2;Passagertransport med tovbaner og skilifter;;;;;;
479;"49.39.00";2;Anden landpassagertransport i.a.n.;;;;;;
480;"49.41.00";2;Vejgodstransport;;;;;;
481;"49.42.00";2;Flytteaktiviteter;;;;;;
482;"49.50.00";2;Rørtransport;;;;;;
483;"50.10.00";2;Sø- og kysttransport af passagerer;;;;;;
484;"50.20.00";2;Sø- og kysttransport af gods;;;;;;
485;"50.30.00";2;Transport af passagerer ad indre vandveje;;;;;;
486;"50.40.00";2;Transport af gods ad indre vandveje;;;;;;
487;"51.10.10";2;Passagertransport med rutefly;;;;;;
488;"51.10.20";2;Passagertransport med charter- og taxifly;;;;;;
489;"51.21.00";2;Lufttransport af gods;;;;;;
490;"51.22.00";2;Rumfart;;;;;;
491;"52.10.00";2;Oplagring og opbevaring;;;;;;
492;"52.21.10";2;Drift af stationer, godsterminaler mv.;;;;;;
493;"52.21.20";2;Drift af parkering og vejhjælp mv.;;;;;;
494;"52.21.30";2;Drift af betalingsveje, -broer og -tunneler;;;;;;
495;"52.22.10";2;Drift af erhvervshavne;;;;;;
496;"52.22.20";2;Drift af bugserings-, bjærgnings- og redningsvæsen mv.;;;;;;
497;"52.23.00";2;Serviceydelser i forbindelse med luftfart;;;;;;
498;"52.24.00";2;Godshåndtering;;;;;;
499;"52.25.00";2;Serviceydelser i forbindelse med logistik;;;;;;
500;"52.26.00";2;Andre støtteaktiviteter i forbindelse med transport;;;;;;
501;"52.31.00";2;Formidlingsaktiviteter inden for godstransport;;;;;;
502;"52.32.00";2;Formidlingsaktiviteter inden for passagertransport;;;;;;
503;"53.10.00";2;Postaktiviteter omfattet af forsyningspligten;;;;;;
504;"53.20.00";2;Andre post- og kuréraktiviteter;;;;;;
505;"53.30.00";2;Formidlingsaktiviteter inden for post- og kuréraktiviteter;;;;;;
506;"I";1;Overnatning og restauranter;;;;;;
507;"55.10.00";2;Drift af hoteller og lignende overnatningsfaciliteter;;;;;;
508;"55.20.00";2;Drift af ferieboliger og andre overnatningsfaciliteter til kortvarige ophold;;;;;;
509;"55.30.00";2;Drift af campingpladser;;;;;;
510;"55.40.00";2;Formidlingsaktiviteter inden for overnatningsfaciliteter;;;;;;
511;"55.90.00";2;Andre overnatningsfaciliteter;;;;;;
512;"56.11.10";2;Servering af mad i restauranter og caféer;;;;;;
513;"56.11.90";2;Drift af øvrige spisesteder;;;;;;
514;"56.12.00";2;Drift af mobile madboder;;;;;;
515;"56.21.00";2;Event catering;;;;;;
516;"56.22.00";2;Catering på kontrakt og andre restaurationsaktiviteter;;;;;;
517;"56.30.10";2;Udskænkning af ikke-alkoholiske drikkevarer;;;;;;
518;"56.30.20";2;Udskænkning af alkoholiske drikkevarer;;;;;;
519;"56.40.00";2;Formidlingsaktiviteter i forbindelse med restaurationsaktiviteter;;;;;;
520;"J";1;Udgivelse og produktion af medieindhold;;;;;;
521;"58.11.00";2;Udgivelse af bøger;;;;;;
522;"58.12.00";2;Udgivelse af aviser og dagblade;;;;;;
523;"58.13.00";2;Udgivelse af ugeblade og magasiner;;;;;;
524;"58.19.00";2;Andre udgiveraktiviteter, undtagen udgivelse af software;;;;;;
525;"58.21.00";2;Udgivelse af videospil;;;;;;
526;"58.29.00";2;Anden udgivelse af software;;;;;;
527;"59.11.00";2;Produktion af film, videoer og TV-programmer;;;;;;
528;"59.12.00";2;Aktiviteter efter produktion af film, videoer og TV-programmer;;;;;;
529;"59.13.00";2;Distribution af film og videoer;;;;;;
530;"59.14.00";2;Fremvisning af film og andre billedmedier;;;;;;
531;"59.20.00";2;Indspilning af lydoptagelser og udgivelse af musik;;;;;;
532;"60.10.00";2;Radioaktiviteter og distribution af lydoptagelser;;;;;;
533;"60.20.00";2;Programskabelse, udgivelse og distribution af billedoptagelser;;;;;;
534;"60.31.00";2;Nyhedsbureauers aktiviteter;;;;;;
535;"60.39.00";2;Anden distribution af medieindhold;;;;;;
536;"K61";1;Telekommunikation;;;;;;
537;"61.10.00";2;Levering af fastnetbaseret, trådløs og satellitbaseret telekommunikation;;;;;;
538;"61.20.00";2;Videresalg af telekommunikation og formidlingsaktiviteter inden for telekommunikation;;;;;;
539;"61.90.00";2;Andre telekommunikationsaktiviteter;;;;;;
540;"K62-K63";1;IT- og informationstjenester;;;;;;
541;"62.10.00";2;Computerprogrammering;;;;;;
542;"62.20.00";2;Computerkonsulentbistand og forvaltning af computerfaciliteter;;;;;;
543;"62.90.00";2;Andre IT- og computerserviceaktiviteter;;;;;;
544;"63.10.00";2;IT-infrastruktur, databehandling, hosting og relaterede aktiviteter;;;;;;
545;"63.91.00";2;Drift af portaler til internettet;;;;;;
546;"63.92.00";2;Andre informationsaktiviteter;;;;;;
547;"L";1;Finansiering og forsikring;;;;;;
548;"64.11.00";2;Centralbankers aktiviteter;;;;;;
549;"64.19.00";2;Andre pengeinstitutters aktiviteter;;;;;;
550;"64.21.10";2;Finansielle holdingselskaber;;;;;;
551;"64.21.20";2;Ikke-finansielle holdingselskaber;;;;;;
552;"64.21.30";2;Gennemløbsholdingselskaber;;;;;;
553;"64.22.00";2;Finansielle conduiters aktiviteter;;;;;;
554;"64.31.10";2;Pengemarkedsfondes aktiviteter;;;;;;
555;"64.31.20";2;Andre investeringsfondes aktiviteter;;;;;;
556;"64.32.00";2;Trusters aktiviteter;;;;;;
557;"64.91.00";2;Finansiel leasing;;;;;;
558;"64.92.10";2;Realkreditinstitutters aktiviteter;;;;;;
559;"64.92.20";2;Andre kreditinstitutters aktiviteter;;;;;;
560;"64.92.30";2;Andre kreditselskabers aktiviteter;;;;;;
561;"64.99.10";2;Investering for egen regning;;;;;;
562;"64.99.90";2;Anden finansiel formidling i.a.n.;;;;;;
563;"65.11.00";2;Livsforsikring;;;;;;
564;"65.12.00";2;Anden forsikring;;;;;;
565;"65.20.00";2;Genforsikring;;;;;;
566;"65.30.10";2;Pensionskassers aktiviteter;;;;;;
567;"65.30.20";2;Anden pensionsforsikring;;;;;;
568;"66.11.00";2;Forvaltning af kapitalmarkeder;;;;;;
569;"66.12.00";2;Værdipapir- og varemægling;;;;;;
570;"66.19.00";2;Andre aktiviteter i forbindelse med finansielle tjenesteydelser, undtagen forsikring og pensionsforsikring;;;;;;
571;"66.21.00";2;Risiko- og skadesvurdering;;;;;;
572;"66.22.00";2;Forsikringsagenters og forsikringsmægleres aktiviteter;;;;;;
573;"66.29.00";2;Aktiviteter i forbindelse med forsikring og pensionsforsikring i.a.n.;;;;;;
574;"66.30.00";2;Formueforvaltning;;;;;;
575;"M";1;Handel, udlejning og administration af ejendomme;;;;;;
576;"68.11.00";2;Køb og salg af egen fast ejendom;;;;;;
577;"68.12.00";2;Gennemførelse af byggeprojekter;;;;;;
578;"68.20.10";2;Udlejning af almennyttige boliger;;;;;;
579;"68.20.20";2;Udlejning af private andelsboliger;;;;;;
580;"68.20.30";2;Anden udlejning af boliger;;;;;;
581;"68.20.40";2;Udlejning af erhvervsejendomme;;;;;;
582;"68.31.10";2;Ejendomsmægleres aktiviteter;;;;;;
583;"68.31.20";2;Boliganvisning;;;;;;
584;"68.32.10";2;Administration af fast ejendom på kontraktbasis;;;;;;
585;"68.32.20";2;Drift af ejerforeninger;;;;;;
586;"N69-N71";1;Juridisk og virksomhedsrådgivning mv.;;;;;;
587;"69.10.00";2;Juridiske aktiviteter;;;;;;
588;"69.20.00";2;"Bogføring og revision; skatterådgivning";;;;;;
589;"70.10.10";2;Ikke-finansielle hovedsæders aktiviteter;;;;;;
590;"70.10.20";2;Finansielle hovedsæders aktiviteter;;;;;;
591;"70.20.00";2;Virksomhedsrådgivning og anden ledelsesrådgivning;;;;;;
592;"71.11.00";2;Arkitektaktiviteter;;;;;;
593;"71.12.10";2;Rådgivende ingeniøraktiviteter inden for byggeri og anlægsarbejder;;;;;;
594;"71.12.20";2;Rådgivende ingeniøraktiviteter inden for produktions- og maskinteknik;;;;;;
595;"71.12.30";2;Rådgivende ingeniøraktiviteter inden for færdige fabriksanlæg;;;;;;
596;"71.12.40";2;Geologiske undersøgelser og prospektering, landinspektører mv.;;;;;;
597;"71.12.90";2;Anden teknisk rådgivning;;;;;;
598;"71.20.10";2;Kontrol af levnedsmidler;;;;;;
599;"71.20.20";2;Teknisk afprøvning og kontrol;;;;;;
600;"71.20.90";2;Anden måling og teknisk analyse;;;;;;
601;"N72";1;Videnskabelig forskning og udvikling;;;;;;
602;"72.10.00";2;Forskning og eksperimentel udvikling inden for naturvidenskab og teknik;;;;;;
603;"72.20.00";2;Forskning og eksperimentel udvikling inden for samfundsvidenskab og humanistiske videnskaber;;;;;;
604;"N73-N75";1;Reklame, design og anden rådgivning samt dyrlæger;;;;;;
605;"73.11.10";2;Planlægning og design af reklamekampagner;;;;;;
606;"73.11.90";2;Andre reklameaktiviteter;;;;;;
607;"73.12.00";2;Indrykning af reklamer i medier;;;;;;
608;"73.20.00";2;Markedsanalyse og offentlig meningsmåling;;;;;;
609;"73.30.00";2;Public relations og kommunikation;;;;;;
610;"74.11.00";2;Industrielt design og modedesign;;;;;;
611;"74.12.00";2;Grafisk design og visuel kommunikation;;;;;;
612;"74.13.00";2;Indretningsaktiviteter;;;;;;
613;"74.14.00";2;Andet specialiseret designarbejde;;;;;;
614;"74.20.00";2;Fotografiske aktiviteter;;;;;;
615;"74.30.00";2;Oversættelse og tolkning;;;;;;
616;"74.91.00";2;Patentbureauers aktiviteter og tjenesteydelser i forbindelse med markedsføring;;;;;;
617;"74.99.10";2;Landbrugskonsulenters aktiviteter;;;;;;
618;"74.99.90";2;Andre liberale, videnskabelige og tekniske tjenesteydelser i.a.n.;;;;;;
619;"75.00.00";2;Dyrlægeaktiviteter;;;;;;
620;"O";1;Administrations- og støtteaktiviteter;;;;;;
621;"77.11.00";2;Udlejning og leasing af biler og lette motorkøretøjer;;;;;;
622;"77.12.00";2;Udlejning og leasing af lastbiler;;;;;;
623;"77.21.00";2;Udlejning og leasing af varer til fritid og sport;;;;;;
624;"77.22.00";2;Udlejning og leasing af andre varer til personlig brug og husholdningsbrug;;;;;;
625;"77.31.00";2;Udlejning og leasing af landbrugsmaskiner og -udstyr;;;;;;
626;"77.32.00";2;Udlejning og leasing af entreprenørmateriel;;;;;;
627;"77.33.00";2;Udlejning og leasing af kontormaskiner og -udstyr og computere;;;;;;
628;"77.34.00";2;Udlejning og leasing af skibe og både;;;;;;
629;"77.35.00";2;Udlejning og leasing af luftfartøjer;;;;;;
630;"77.39.10";2;Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver til events;;;;;;
631;"77.39.90";2;Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver, bortset fra til events;;;;;;
632;"77.40.00";2;Leasing af intellektuelle ejendomsrettigheder og lignende produkter, dog ikke ophavsretsbeskyttede værker;;;;;;
633;"77.51.00";2;Formidlingsaktiviteter inden for udlejning og leasing af biler, autocampere og påhængsvogne;;;;;;
634;"77.52.00";2;Formidlingsaktiviteter inden for udlejning og leasing af andre materielle aktiver og ikke-finansielle immaterielle aktiver;;;;;;
635;"78.10.00";2;Arbejdsformidlingskontorers aktiviteter;;;;;;
636;"78.20.00";2;Vikarbureauers aktiviteter og anden personaleformidling;;;;;;
637;"79.11.00";2;Rejsebureauers aktiviteter;;;;;;
638;"79.12.00";2;Rejsearrangørers aktiviteter;;;;;;
639;"79.90.00";2;Andre reservationstjenesteydelser og tjenesteydelser i forbindelse hermed;;;;;;
640;"80.01.00";2;Efterforskning og private vagt- og sikkerhedsaktiviteter;;;;;;
641;"80.09.00";2;Vagt- og sikkerhedsaktiviteter i.a.n.;;;;;;
642;"81.10.00";2;Levering af kombinerede hjælpetjenester i forbindelse med drift af fast ejendom;;;;;;
643;"81.21.00";2;Almindelig rengøring i bygninger;;;;;;
644;"81.22.10";2;Vinduespolering;;;;;;
645;"81.22.20";2;Skorstensfejning;;;;;;
646;"81.22.90";2;Anden rengøring af bygninger og rengøring af erhvervslokaler i.a.n.;;;;;;
647;"81.23.00";2;Anden rengøring;;;;;;
648;"81.30.00";2;Landskabspleje;;;;;;
649;"82.10.00";2;Administrations- og kontorserviceaktiviteter;;;;;;
650;"82.20.00";2;Drift af callcentre;;;;;;
651;"82.30.00";2;Organisering af kongresser, messer og udstillinger;;;;;;
652;"82.40.00";2;Formidlingsaktiviteter inden for forretningsservice i.a.n.;;;;;;
653;"82.91.00";2;Inkassoaktiviteter og kreditoplysning;;;;;;
654;"82.92.00";2;Pakkeriaktiviteter;;;;;;
655;"82.99.00";2;Andre forretningsserviceaktiviteter i.a.n.;;;;;;
656;"P";1;Offentlig forvaltning og sikkerhed;;;;;;
657;"84.11.00";2;Generelle offentlige forvaltningsaktiviteter;;;;;;
658;"84.12.00";2;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold;;;;;;
659;"84.13.00";2;Administration af og bidrag til erhvervsfremme;;;;;;
660;"84.21.00";2;Udenrigsanliggender;;;;;;
661;"84.22.00";2;Aktiviteter inden for forsvar;;;;;;
662;"84.23.00";2;Aktiviteter inden for retsvæsen;;;;;;
663;"84.24.00";2;Aktiviteter inden for offentlig sikkerhed og orden;;;;;;
664;"84.25.00";2;Aktiviteter inden for brandvæsen;;;;;;
665;"84.30.00";2;Aktiviteter inden for lovpligtig socialsikring;;;;;;
666;"Q";1;Undervisning;;;;;;
667;"85.10.00";2;Førskoleundervisning;;;;;;
668;"85.20.10";2;Undervisning på almene grundskoler;;;;;;
669;"85.20.20";2;Undervisning på specialskoler for børn med funktionsnedsættelser;;;;;;
670;"85.31.10";2;Undervisning på ungdoms- og efterskoler;;;;;;
671;"85.31.20";2;Undervisning på gymnasier, studenter- og HF-kurser;;;;;;
672;"85.32.00";2;Undervisning på erhvervsfaglige skoler;;;;;;
673;"85.33.00";2;Videregående uddannelse, ikke på universitetsniveau;;;;;;
674;"85.40.00";2;Videregående uddannelse på universitetsniveau;;;;;;
675;"85.51.00";2;Undervisning inden for sport og fritid;;;;;;
676;"85.52.00";2;Undervisning i kulturelle discipliner;;;;;;
677;"85.53.00";2;Drift af køreskoler;;;;;;
678;"85.59.00";2;Anden undervisning i.a.n.;;;;;;
679;"85.61.00";2;Formidlingsaktiviteter i forbindelse med kurser og undervisere;;;;;;
680;"85.69.00";2;Levering af hjælpeydelser i forbindelse med undervisning i.a.n.;;;;;;
681;"R86";1;Sundhedsvæsen;;;;;;
682;"86.10.00";2;Aktiviteter inden for hospitalsvæsen;;;;;;
683;"86.21.00";2;Alment praktiserende lægers aktiviteter;;;;;;
684;"86.22.00";2;Speciallægers aktiviteter;;;;;;
685;"86.23.00";2;Tandlægers aktiviteter;;;;;;
686;"86.91.00";2;Billeddiagnostiske undersøgelser og medicinske laboratorieaktiviteter;;;;;;
687;"86.92.00";2;Patienttransport med ambulance;;;;;;
688;"86.93.00";2;Psykologisk og psykoterapeutisk rådgivning;;;;;;
689;"86.94.00";2;Sundhedspleje, hjemmesygepleje, jordemoderaktiviteter mv.;;;;;;
690;"86.95.00";2;Fysio- og ergoterapi;;;;;;
691;"86.96.00";2;Traditionelle, komplementære og alternative behandlingsformer;;;;;;
692;"86.97.00";2;Formidlingsaktiviteter inden for læge- og tandlægeaktiviteter samt sundhedsvæsen i øvrigt;;;;;;
693;"86.99.00";2;Drift af sundhedsvæsen i øvrigt i.a.n.;;;;;;
694;"R87-R88";1;Socialvæsen;;;;;;
695;"87.10.10";2;Drift af plejehjem;;;;;;
696;"87.10.20";2;Institutionsophold med sygepleje i.a.n.;;;;;;
697;"87.20.10";2;Drift af døgninstitutioner for personer med psykiske handicap;;;;;;
698;"87.20.20";2;Drift af behandlingshjem for stofmisbrugere og alkoholskadede;;;;;;
699;"87.30.10";2;Drift af døgninstitutioner for personer med fysisk handicap;;;;;;
700;"87.30.20";2;Drift af beskyttede boliger o. lign.;;;;;;
701;"87.91.00";2;Formidlingsaktiviteter i forbindelse med institutionsophold;;;;;;
702;"87.99.10";2;Drift af døgninstitutioner for børn og unge;;;;;;
703;"87.99.20";2;Familiepleje;;;;;;
704;"87.99.30";2;Drift af flygtninge- og asylcentre;;;;;;
705;"87.99.90";2;Drift af andre former for institutionsophold;;;;;;
706;"88.10.10";2;Drift af hjemmehjælp;;;;;;
707;"88.10.20";2;Drift af dagcentre mv.;;;;;;
708;"88.10.30";2;Drift af revalideringsinstitutioner;;;;;;
709;"88.91.10";2;Drift af dagpleje;;;;;;
710;"88.91.20";2;Drift af vuggestuer;;;;;;
711;"88.91.30";2;Drift af børnehaver;;;;;;
712;"88.91.40";2;Drift af skolefritidsordninger og fritidshjem;;;;;;
713;"88.91.50";2;Drift af aldersintegrerede institutioner;;;;;;
714;"88.91.60";2;Drift af fritids- og ungdomsklubber;;;;;;
715;"88.99.10";2;Støtteaktiviteter relateret til sygdomsbekæmpende, sociale og velgørende formål;;;;;;
716;"88.99.20";2;Aktiviteter til støtte for flygtninge- og katastrofeofre mv.;;;;;;
717;"88.99.90";2;Andre sociale støtte- og rådgivningsaktiviteter uden institutionsophold;;;;;;
718;"S";1;Kultur, sport og fritid;;;;;;
719;"90.11.00";2;Litteratur- og musikkomposition;;;;;;
720;"90.12.00";2;Billedkunstnerisk skaben;;;;;;
721;"90.13.00";2;Anden kunstnerisk skaben;;;;;;
722;"90.20.10";2;Teater- og koncertproduktioner;;;;;;
723;"90.20.20";2;Selvstændigt udøvende scenekunstnere;;;;;;
724;"90.31.00";2;Drift af teater- og koncertsale, kulturhuse mv.;;;;;;
725;"90.39.10";2;Teknisk planlægning, levering, opsætning og betjening af udstyr til events;;;;;;
726;"90.39.20";2;Levering af andre serviceydelser i forbindelse med kunstnerisk skaben og scenekunst i.a.n.;;;;;;
727;"91.11.00";2;Biblioteksaktiviteter;;;;;;
728;"91.12.00";2;Arkivaktiviteter;;;;;;
729;"91.21.00";2;Museumsaktiviteter og aktiviteter i forbindelse med samlinger;;;;;;
730;"91.22.00";2;Drift og bevarelse af fortidsminder, mindesmærker mv.;;;;;;
731;"91.30.00";2;Konservering, restaurering og andre serviceydelser inden for kulturarv;;;;;;
732;"91.41.00";2;Drift af botaniske og zoologiske haver;;;;;;
733;"91.42.00";2;Drift af naturreservater;;;;;;
734;"92.00.00";2;Lotteri- og andre spilleaktiviteter;;;;;;
735;"93.11.00";2;Drift af sportsanlæg;;;;;;
736;"93.12.00";2;Drift af sportsklubber;;;;;;
737;"93.13.00";2;Drift af fitnesscentre;;;;;;
738;"93.19.00";2;Sportsaktiviteter i.a.n.;;;;;;
739;"93.21.00";2;Drift af forlystelsesparker o.lign.;;;;;;
740;"93.29.10";2;Drift af lystbådehavne;;;;;;
741;"93.29.90";2;Drift af andre forlystelser og fritidsaktiviteter;;;;;;
742;"TUV";1;Organisationer, autoreparation og personlig service;;;;;;
743;"94.11.00";2;Erhvervs- og arbejdsgiverorganisationers aktiviteter;;;;;;
744;"94.12.00";2;Faglige sammenslutningers aktiviteter;;;;;;
745;"94.20.00";2;Fagforeningers aktiviteter;;;;;;
746;"94.91.00";2;Religiøse institutioners og foreningers aktiviteter;;;;;;
747;"94.92.00";2;Politiske partiers aktiviteter;;;;;;
748;"94.99.00";2;Andre organisationers og foreningers aktiviteter i.a.n.;;;;;;
749;"95.10.00";2;Reparation og vedligeholdelse af computere og kommunikationsudstyr;;;;;;
750;"95.21.00";2;Reparation og vedligeholdelse af forbrugerelektronik;;;;;;
751;"95.22.00";2;Reparation og vedligeholdelse af husholdningsapparater og redskaber til hus og have;;;;;;
752;"95.23.00";2;Reparation og vedligeholdelse af fodtøj og lædervarer;;;;;;
753;"95.24.00";2;Reparation og vedligeholdelse af møbler og boligudstyr;;;;;;
754;"95.25.00";2;Reparation og vedligeholdelse af ure og smykker;;;;;;
755;"95.29.00";2;Reparation og vedligeholdelse af varer til personlig brug og husholdningsbrug i.a.n.;;;;;;
756;"95.31.10";2;Dækservice;;;;;;
757;"95.31.20";2;Reparation og lakering af karosseri samt undervognsbehandling;;;;;;
758;"95.31.90";2;Reparation og vedligeholdelse af motorkøretøjer i.a.n.;;;;;;
759;"95.32.00";2;Reparation og vedligeholdelse af motorcykler;;;;;;
760;"95.40.00";2;Formidlingsaktiviteter i forbindelse med reparation og vedligeholdelse af computere, varer til personlig brug og husholdningsbrug samt motorkøretøjer og motorcykler;;;;;;
761;"96.10.10";2;Drift af erhvervs- og institutionsvaskerier;;;;;;
762;"96.10.20";2;Drift af renserier og selvbetjeningsvaskerier mv.;;;;;;
